fighter_url,first_name,last_name,nickname,stance,wins,losses,draws,slpm,sapm,td_avg,sub_avg,full_name,height_inches,reach_inches,weight_lbs,total_fights,win_pct,str_acc_career,str_def_career,td_acc_career,td_def_career,dob_parsed
http://www.ufcstats.com/fighter-details/93fe7332d16c6ad9,Tom,Aaron,,,5,3,0,0.0,0.0,0.0,0.0,Tom Aaron,,,155.0,8,0.625,,,,,1978-07-13
http://www.ufcstats.com/fighter-details/15df64c02b6b0fde,Danny,Abbadi,The Assassin,Orthodox,4,6,0,3.29,4.41,0.0,0.0,Danny Abbadi,71.0,,155.0,10,0.4,0.38,0.57,,0.77,1983-07-03
http://www.ufcstats.com/fighter-details/59a9d6dac61c2540,Nariman,Abbasov,Bayraktar,Orthodox,28,4,0,3.0,5.67,0.0,0.0,Nariman Abbasov,68.0,66.0,155.0,32,0.875,0.2,0.46,,0.66,1994-02-01
http://www.ufcstats.com/fighter-details/4961467134abd8be,Darion,Abbey,,Orthodox,9,5,0,8.44,14.06,0.0,0.0,Darion Abbey,74.0,80.0,265.0,14,0.6428571428571429,0.5,0.28,,,1993-02-25
http://www.ufcstats.com/fighter-details/b361180739bed4b0,David,Abbott,Tank,Switch,10,15,0,1.35,3.55,1.07,0.0,David Abbott,72.0,,265.0,25,0.4,0.3,0.38,0.33,0.66,1965-04-26
http://www.ufcstats.com/fighter-details/3329d692aea4dc28,Hamdy,Abdelwahab,The Hammer,Southpaw,7,1,0,4.27,3.67,3.25,0.0,Hamdy Abdelwahab,74.0,72.0,265.0,8,0.875,0.55,0.51,0.65,1.0,1993-01-22
http://www.ufcstats.com/fighter-details/8f3837b4c06f3d1e,Farida,Abdueva,,,6,1,0,0.0,0.0,0.0,0.0,Farida Abdueva,,,115.0,7,0.8571428571428571,,,,,2004-05-15
http://www.ufcstats.com/fighter-details/841695e02c99a521,Mansur,Abdul-Malik,,Orthodox,9,1,1,3.28,4.49,1.65,0.3,Mansur Abdul-Malik,74.0,80.0,185.0,11,0.8181818181818182,0.44,0.46,0.41,0.83,1997-10-07
http://www.ufcstats.com/fighter-details/2f5cbecbbe18bac4,Shamil,Abdurakhimov,Abrek,Orthodox,20,8,0,2.41,3.02,1.01,0.1,Shamil Abdurakhimov,75.0,76.0,235.0,28,0.7142857142857143,0.44,0.55,0.23,0.45,1981-09-02
http://www.ufcstats.com/fighter-details/c0ed7b208197e8de,Hiroyuki,Abe,Abe Ani,Orthodox,8,15,3,1.71,3.11,0.0,0.0,Hiroyuki Abe,66.0,,145.0,26,0.3076923076923077,0.36,0.63,,0.33,1970-02-09
http://www.ufcstats.com/fighter-details/5140122c3eecd307,Daichi,Abe,,Orthodox,6,2,0,3.8,4.49,0.33,0.0,Daichi Abe,71.0,71.0,170.0,8,0.75,0.33,0.56,0.5,,1991-11-27
http://www.ufcstats.com/fighter-details/c9f6385af6df66d7,Papy,Abedi,Makambo,Southpaw,10,4,0,2.8,3.15,3.47,1.3,Papy Abedi,71.0,,185.0,14,0.7142857142857143,0.55,0.48,0.57,0.5,1978-06-30
http://www.ufcstats.com/fighter-details/aa6e591c2a2cdecd,Ricardo,Abreu,Demente,Orthodox,5,1,0,3.79,3.98,2.13,0.7,Ricardo Abreu,71.0,,185.0,6,0.8333333333333334,0.31,0.68,0.42,1.0,1984-04-27
http://www.ufcstats.com/fighter-details/7279654c7674cd24,Klidson,Abreu,White Bear,Orthodox,15,4,0,2.05,2.9,0.64,0.0,Klidson Abreu,72.0,74.0,205.0,19,0.7894736842105263,0.4,0.55,0.2,0.8,1992-12-24
http://www.ufcstats.com/fighter-details/f689bd7bbd14b392,Cyborg,Abreu,,,0,0,0,0.0,0.0,0.0,0.0,Cyborg Abreu,,,,0,0.0,,,,,1980-12-20
http://www.ufcstats.com/fighter-details/1c5879330d42255f,Daniel,Acacio,,Orthodox,30,18,0,3.52,2.85,0.33,0.0,Daniel Acacio,68.0,,180.0,48,0.625,0.36,0.62,0.2,0.81,1977-12-27
http://www.ufcstats.com/fighter-details/989b85f6540c86b1,John,Adajar,The Outlaw,Orthodox,6,2,0,3.9,6.28,0.0,0.0,John Adajar,69.0,75.0,170.0,8,0.75,0.52,0.44,,,1991-06-22
http://www.ufcstats.com/fighter-details/2620f3eb21c79614,Scott,Adams,,Southpaw,8,1,0,0.0,0.0,0.0,0.0,Scott Adams,72.0,,225.0,9,0.8888888888888888,,,,,
http://www.ufcstats.com/fighter-details/83b00f7597e5ac83,Juan,Adams,The Kraken,Orthodox,5,3,0,7.09,4.06,0.91,0.0,Juan Adams,77.0,80.0,265.0,8,0.625,0.55,0.34,0.66,0.57,1992-01-16
http://www.ufcstats.com/fighter-details/a77633a989013265,Anthony,Adams,Sugafoot,Orthodox,8,2,0,3.17,5.93,0.0,0.0,Anthony Adams,73.0,76.0,185.0,10,0.8,0.41,0.44,,,1988-01-13
http://www.ufcstats.com/fighter-details/79cb2a690b9ba5e8,Zarrukh,Adashev,The Lion,Southpaw,4,4,0,3.65,3.04,0.0,0.5,Zarrukh Adashev,65.0,65.0,125.0,8,0.5,0.4,0.64,,1.0,1992-07-29
http://www.ufcstats.com/fighter-details/1338e2c7480bdf9e,Israel,Adesanya,The Last Stylebender,Switch,24,6,0,4.03,3.22,0.05,0.1,Israel Adesanya,76.0,80.0,185.0,30,0.8,0.48,0.55,0.09,0.76,1989-07-22
http://www.ufcstats.com/fighter-details/0e9869d712e81f8f,Sam,Adkins,The Experience,Orthodox,7,20,2,0.0,0.0,0.0,0.0,Sam Adkins,75.0,,225.0,29,0.2413793103448276,,,,,1965-04-26
http://www.ufcstats.com/fighter-details/7a846fcbf182a7c8,Mohamed,Ado,,Switch,5,1,0,1.66,0.33,4.97,5.0,Mohamed Ado,71.0,76.0,170.0,6,0.8333333333333334,0.83,0.75,0.5,0.5,2000-05-03
http://www.ufcstats.com/fighter-details/ebc5af72ad5a28cb,Nick,Agallar,,Orthodox,24,6,0,0.69,4.56,0.0,0.0,Nick Agallar,68.0,,155.0,30,0.8,0.11,0.42,,,1979-01-13
http://www.ufcstats.com/fighter-details/a08ddd04eaffd81d,Mariya,Agapova,Money Mashka,Southpaw,10,5,0,4.43,3.62,0.55,0.8,Mariya Agapova,66.0,68.0,125.0,15,0.6666666666666666,0.54,0.52,0.66,0.45,1997-04-07
http://www.ufcstats.com/fighter-details/26f4288e83188c61,Kantharaj,Agasa,Kannadiga,,12,3,0,0.0,0.0,0.0,0.0,Kantharaj Agasa,,,135.0,15,0.8,,,,,1992-02-16
http://www.ufcstats.com/fighter-details/44aa652b181bcf68,Marcelo,Aguiar,,Orthodox,2,3,1,0.0,0.0,0.0,0.0,Marcelo Aguiar,70.0,,170.0,6,0.3333333333333333,,,,,1969-01-20
http://www.ufcstats.com/fighter-details/501821d7fb7b95c1,Fabio,Aguiar,,,17,1,0,0.0,0.0,0.0,0.0,Fabio Aguiar,72.0,,185.0,18,0.9444444444444444,,,,,1988-02-10
http://www.ufcstats.com/fighter-details/6cadc0a0ba7dc015,Edwin,Aguilar,Tigre,,26,19,0,0.0,0.0,0.0,0.0,Edwin Aguilar,70.0,,185.0,45,0.5777777777777777,,,,,1972-01-01
http://www.ufcstats.com/fighter-details/8f382b3baa954d2a,Jessica,Aguilar,Jag,Orthodox,20,8,0,4.93,7.19,0.94,0.2,Jessica Aguilar,63.0,63.0,115.0,28,0.7142857142857143,0.5,0.53,0.25,0.5,1982-05-08
http://www.ufcstats.com/fighter-details/cf946e03ba2e7666,Kevin,Aguilar,Angel of Death,Orthodox,17,5,0,3.96,4.81,0.16,0.0,Kevin Aguilar,67.0,73.0,155.0,22,0.7727272727272727,0.4,0.52,0.16,0.78,1988-09-07
http://www.ufcstats.com/fighter-details/c051c2e12d692b8a,Jesus,Aguilar,,Orthodox,12,4,0,2.54,2.29,1.52,1.1,Jesus Aguilar,64.0,62.0,125.0,16,0.75,0.38,0.61,0.29,0.45,1996-03-13
http://www.ufcstats.com/fighter-details/ae071698e1a3ccd4,Christian,Aguilera,The Beast,Switch,14,8,0,2.54,4.04,0.0,0.0,Christian Aguilera,69.0,72.0,170.0,22,0.6363636363636364,0.37,0.48,,0.6,1991-11-25
http://www.ufcstats.com/fighter-details/0978385b2bd9ef9b,Nick,Aguirre,Slick,Southpaw,7,2,0,0.73,2.89,1.16,0.6,Nick Aguirre,69.0,74.0,135.0,9,0.7777777777777778,0.33,0.45,0.2,0.33,1996-01-15
http://www.ufcstats.com/fighter-details/b2efa582adf73604,,Agulali,,Switch,13,2,0,2.74,2.19,0.0,0.0,Agulali,69.0,67.0,125.0,15,0.8666666666666667,0.6,0.59,,1.0,2005-04-07
http://www.ufcstats.com/fighter-details/ff584c17bccbae0b,Ahejiang,Ailinuer,,,15,3,0,0.0,0.0,0.0,0.0,Ahejiang Ailinuer,,,145.0,18,0.8333333333333334,,,,,
http://www.ufcstats.com/fighter-details/9e3dbb9c68ed5d1a,Mike,Aina,Iron,Orthodox,14,6,1,2.87,6.33,0.0,0.0,Mike Aina,69.0,,155.0,21,0.6666666666666666,0.33,0.59,,0.71,1980-12-25
http://www.ufcstats.com/fighter-details/49dea784f6cfed71,Ashiek,Ajim,Peak Physique,Switch,6,2,0,5.0,11.25,0.0,0.0,Ashiek Ajim,68.0,71.0,135.0,8,0.75,0.4,0.25,,,1994-06-19
http://www.ufcstats.com/fighter-details/2eada40ac8801559,Hitomi,Akano,Girlfight Monster,Southpaw,18,10,0,0.59,2.58,0.0,0.5,Hitomi Akano,64.0,,135.0,28,0.6428571428571429,0.45,0.55,,0.08,1974-07-27
http://www.ufcstats.com/fighter-details/16690d100f995f8f,Omari,Akhmedov,Wolverine,Orthodox,21,6,1,2.97,2.84,2.58,0.2,Omari Akhmedov,72.0,73.0,185.0,28,0.75,0.34,0.55,0.45,0.65,1987-10-12
http://www.ufcstats.com/fighter-details/b0550072e5f0afa7,Yoshihiro,Akiyama,,Orthodox,14,6,0,3.1,3.62,2.29,1.0,Yoshihiro Akiyama,70.0,75.0,170.0,20,0.7,0.41,0.57,0.67,0.92,1975-07-29
http://www.ufcstats.com/fighter-details/1fc64507a0cb38cf,Rostem,Akman,,Switch,6,2,0,1.8,3.97,1.0,0.0,Rostem Akman,70.0,72.0,170.0,8,0.75,0.25,0.57,0.4,0.87,1991-12-19
http://www.ufcstats.com/fighter-details/38b50fd1e1b5b656,Razak,Al-Hassan,,Orthodox,13,5,0,3.27,3.14,0.65,0.0,Razak Al-Hassan,74.0,,205.0,18,0.7222222222222222,0.39,0.6,0.14,0.57,1982-05-14
http://www.ufcstats.com/fighter-details/597499ac7a5aac62,Abdul-Kareem,Al-Selwady,Pride of Palestine,Orthodox,16,4,0,4.61,3.43,1.47,0.0,Abdul-Kareem Al-Selwady,68.0,69.0,155.0,20,0.8,0.41,0.6,0.23,0.54,1995-04-10
http://www.ufcstats.com/fighter-details/1cf1310684a841f5,Mostapha,Al-Turk,,Orthodox,6,6,0,1.36,3.61,0.0,0.0,Mostapha Al-Turk,74.0,77.0,245.0,12,0.5,0.19,0.53,,,1973-07-14
http://www.ufcstats.com/fighter-details/7578cc6bd750206b,Herdem,Alacabek,,Orthodox,5,1,0,3.84,6.66,2.06,0.0,Herdem Alacabek,74.0,75.0,205.0,6,0.8333333333333334,0.65,0.23,0.5,0.42,1991-06-07
http://www.ufcstats.com/fighter-details/2144954270be834d,Javi,Alanis,,,0,4,0,0.0,0.0,0.0,0.0,Javi Alanis,66.0,,135.0,4,0.0,,,,,
http://www.ufcstats.com/fighter-details/1897b7b913736a7c,,Alatengheili,The Mongolian Knight,Orthodox,17,10,2,2.82,5.12,1.74,0.0,Alatengheili,65.0,66.0,135.0,29,0.5862068965517241,0.32,0.57,0.43,0.75,1991-12-14
http://www.ufcstats.com/fighter-details/6d35bf94f7d30241,Amir,Albazi,The Prince,Orthodox,17,3,0,2.47,3.88,1.18,0.4,Amir Albazi,65.0,68.0,125.0,20,0.85,0.33,0.59,0.25,0.62,1993-10-27
http://www.ufcstats.com/fighter-details/9b28292abe3166d5,Brett,Albee,,,3,2,0,0.0,0.0,0.0,0.0,Brett Albee,,,225.0,5,0.6,,,,,
http://www.ufcstats.com/fighter-details/7bd94b60d7521e4a,John,Albert,Prince,Orthodox,6,5,0,3.05,2.82,0.0,6.1,John Albert,68.0,68.0,135.0,11,0.5454545454545454,0.49,0.35,,0.5,1986-10-13
http://www.ufcstats.com/fighter-details/c482c8605455a213,Junior,Albini,Baby,Orthodox,14,6,0,3.98,6.08,1.54,0.0,Junior Albini,75.0,74.0,264.0,20,0.7,0.51,0.52,0.37,1.0,1991-03-15
http://www.ufcstats.com/fighter-details/184b955181bdef52,Wes,Albritton,,Orthodox,0,1,0,0.0,0.0,0.0,0.0,Wes Albritton,70.0,,188.0,1,0.0,,,,,
http://www.ufcstats.com/fighter-details/e76d9f656ceb82ab,Aleksandra,Albu,Stitch,Orthodox,3,2,0,4.83,5.56,2.27,0.4,Aleksandra Albu,62.0,63.0,115.0,5,0.6,0.47,0.38,0.5,0.77,1990-07-14
http://www.ufcstats.com/fighter-details/dd1b90eea08887f6,Israel,Albuquerque,,Orthodox,0,3,0,0.32,3.34,0.0,0.0,Israel Albuquerque,,,185.0,3,0.0,0.13,0.25,,,
http://www.ufcstats.com/fighter-details/39f62b833e4cf126,Juan,Alcain,,,1,2,0,0.0,0.0,0.0,0.0,Juan Alcain,,,,3,0.3333333333333333,,,,,
http://www.ufcstats.com/fighter-details/2f95a3c6d58b2aad,Iuri,Alcantara,Marajo,Southpaw,35,10,0,2.72,2.79,1.44,0.8,Iuri Alcantara,69.0,71.0,135.0,45,0.7777777777777778,0.45,0.49,0.62,0.6,1980-08-04
http://www.ufcstats.com/fighter-details/7c6e87729e824ef4,Ildemar,Alcantara,Marajo,Orthodox,21,11,0,1.93,2.63,2.0,0.9,Ildemar Alcantara,74.0,78.0,185.0,32,0.65625,0.38,0.5,0.68,0.81,1982-11-18
http://www.ufcstats.com/fighter-details/1e38bba6738b7b10,Alfonso,Alcarez,,,1,3,1,0.0,0.0,0.0,0.0,Alfonso Alcarez,63.0,,145.0,5,0.2,,,,,1970-06-10
http://www.ufcstats.com/fighter-details/d26934530dc5b248,Gilbert,Aldana,El Peligro,Orthodox,6,2,0,2.91,6.26,2.57,0.0,Gilbert Aldana,73.0,,250.0,8,0.75,0.54,0.26,0.4,0.33,1977-08-25
http://www.ufcstats.com/fighter-details/578ef12674df1e6a,Irene,Aldana,,Orthodox,15,8,0,5.19,6.64,0.15,0.2,Irene Aldana,69.0,68.0,135.0,23,0.6521739130434783,0.39,0.56,0.5,0.77,1988-03-26
http://www.ufcstats.com/fighter-details/c487223b0289bda9,Hector,Aldana,,Orthodox,4,3,0,3.59,5.08,0.93,0.0,Hector Aldana,71.0,72.0,170.0,7,0.5714285714285714,0.38,0.59,1.0,,1988-08-17
http://www.ufcstats.com/fighter-details/7460ddef986d3144,Jose,Alday,Pochito,Orthodox,14,6,1,3.13,3.13,0.0,0.0,Jose Alday,67.0,68.0,135.0,21,0.6666666666666666,0.44,0.58,,0.57,1991-09-14
http://www.ufcstats.com/fighter-details/d0f3959b4a9747e6,Jose,Aldo,,Orthodox,32,10,0,3.65,3.81,0.47,0.1,Jose Aldo,67.0,70.0,135.0,42,0.7619047619047619,0.46,0.6,0.51,0.92,1986-09-09
http://www.ufcstats.com/fighter-details/6fd953151d981979,JJ,Aldrich,,Southpaw,14,7,0,3.96,4.32,0.75,0.0,JJ Aldrich,65.0,67.0,125.0,21,0.6666666666666666,0.47,0.61,0.26,0.67,1992-09-29
http://www.ufcstats.com/fighter-details/103e2e33a60683e1,Irina,Alekseeva,Russian Ronda,Orthodox,5,4,0,3.42,5.02,0.38,0.4,Irina Alekseeva,68.0,67.0,135.0,9,0.5555555555555556,0.38,0.45,0.2,0.5,1990-06-27
http://www.ufcstats.com/fighter-details/d35298b6df168456,Talita,Alencar,Problem Child,Orthodox,7,1,1,2.91,3.36,3.02,0.6,Talita Alencar,61.0,58.0,115.0,9,0.7777777777777778,0.37,0.55,0.26,0.66,1990-10-17
http://www.ufcstats.com/fighter-details/fe5a9547479396ab,Jim,Alers,The Beast,Orthodox,13,3,0,2.9,4.38,2.26,0.3,Jim Alers,69.0,71.0,145.0,16,0.8125,0.4,0.56,0.41,0.8,1986-10-14
http://www.ufcstats.com/fighter-details/7a15f3694c5cbc02,John,Alessio,The Natural,Orthodox,35,17,0,2.1,2.91,1.85,1.2,John Alessio,70.0,72.0,155.0,52,0.6730769230769231,0.39,0.54,0.38,0.7,1979-07-05
http://www.ufcstats.com/fighter-details/0541480fbf719d86,Houston,Alexander,The Assassin,Orthodox,17,15,1,3.06,3.2,1.19,0.0,Houston Alexander,72.0,72.0,205.0,33,0.5151515151515151,0.54,0.52,0.57,0.33,1972-03-22
http://www.ufcstats.com/fighter-details/8fd76e1b49c00ae2,Kenneth,Alexander,The Machine,Orthodox,7,6,0,0.88,2.2,4.71,0.0,Kenneth Alexander,69.0,,155.0,13,0.5384615384615384,0.19,0.66,0.26,,1977-09-25
http://www.ufcstats.com/fighter-details/11583163f45c7b31,Lucas,Alexander,The Lion,Orthodox,8,5,0,4.69,2.87,0.0,0.0,Lucas Alexander,71.0,73.0,145.0,13,0.6153846153846154,0.57,0.56,,0.6,1995-07-28
http://www.ufcstats.com/fighter-details/d53482bef23235ba,Marcio,Alexandre Junior,Lyoto,Southpaw,17,4,0,1.61,2.89,0.35,0.7,Marcio Alexandre Junior,72.0,75.0,185.0,21,0.8095238095238095,0.45,0.42,0.2,0.66,1989-05-05
http://www.ufcstats.com/fighter-details/b757c73f443d4fca,Olaf,Alfonso,,Orthodox,8,12,0,1.65,4.77,0.37,0.7,Olaf Alfonso,74.0,,170.0,20,0.4,0.38,0.53,0.07,0.22,1974-08-06
http://www.ufcstats.com/fighter-details/4b37a0bc2ab4cae1,Pablo,Alfonso,The Hurricane,,9,7,0,0.0,0.0,0.0,0.0,Pablo Alfonso,68.0,,145.0,16,0.5625,,,,,1983-05-09
http://www.ufcstats.com/fighter-details/41b34b7f11f6d085,Levi,Alford,,,1,7,0,0.0,0.0,0.0,0.0,Levi Alford,,,,8,0.125,,,,,
http://www.ufcstats.com/fighter-details/9abc648e76c4493a,Bill,Algeo,Senor Perfecto,Switch,18,9,0,5.88,4.38,1.03,0.1,Bill Algeo,72.0,73.0,145.0,27,0.6666666666666666,0.51,0.47,0.5,0.55,1989-06-09
http://www.ufcstats.com/fighter-details/669a3cb6e394f515,Royce,Alger,,Orthodox,3,2,0,0.0,0.0,0.0,0.0,Royce Alger,70.0,,199.0,5,0.6,,,,,1965-03-06
http://www.ufcstats.com/fighter-details/e17770faae3ca54c,Amir,Aliakbari,,,10,1,0,0.0,0.0,0.0,0.0,Amir Aliakbari,75.0,,250.0,11,0.9090909090909091,,,,,1984-06-10
http://www.ufcstats.com/fighter-details/e70de1859b7ee78e,Sultan,Aliev,,Orthodox,15,3,0,1.41,2.2,1.76,0.0,Sultan Aliev,71.0,74.0,170.0,18,0.8333333333333334,0.45,0.56,0.38,1.0,1984-09-17
http://www.ufcstats.com/fighter-details/ca28cdf526d6b6e9,Nurullo,Aliev,Tajik Eagle,Orthodox,11,0,0,2.72,1.63,2.12,0.3,Nurullo Aliev,70.0,72.0,155.0,11,1.0,0.44,0.58,0.43,0.8,2000-12-08
http://www.ufcstats.com/fighter-details/a075a34d7527fadf,Kimbert,Alintozon,The Hunter,,7,3,0,0.0,0.0,0.0,0.0,Kimbert Alintozon,,,135.0,10,0.7,,,,,1999-01-21
http://www.ufcstats.com/fighter-details/b07aed698fba8624,Ikram,Aliskerov,,Southpaw,17,2,0,6.86,5.47,3.2,0.5,Ikram Aliskerov,72.0,76.0,185.0,19,0.8947368421052632,0.64,0.41,0.6,1.0,1992-12-07
http://www.ufcstats.com/fighter-details/6db394bf6c3b017c,Leon,Aliu,The Albanian Lion,Orthodox,10,2,0,6.32,10.11,0.0,0.0,Leon Aliu,72.0,74.0,185.0,12,0.8333333333333334,0.5,0.38,,,1989-07-14
http://www.ufcstats.com/fighter-details/6ebe96a116e79e52,John,Allan,,Orthodox,13,7,0,3.56,5.74,1.4,0.8,John Allan,73.0,75.0,205.0,20,0.65,0.42,0.52,0.71,0.5,1993-02-22
http://www.ufcstats.com/fighter-details/1e13936d708bcff7,George,Allen,,Open Stance,13,19,2,0.8,3.1,0.0,0.0,George Allen,74.0,,205.0,34,0.38235294117647056,0.38,0.43,,0.5,1967-01-13
http://www.ufcstats.com/fighter-details/040a74bb0a465c54,Arnold,Allen,Almighty,Southpaw,20,4,0,3.47,3.04,0.86,0.3,Arnold Allen,68.0,70.0,145.0,24,0.8333333333333334,0.42,0.6,0.47,0.71,1994-01-22
http://www.ufcstats.com/fighter-details/2f181c0467965b98,Brendan,Allen,All In,Orthodox,26,7,0,3.59,3.62,1.56,1.1,Brendan Allen,74.0,75.0,185.0,33,0.7878787878787878,0.53,0.47,0.42,0.56,1995-12-28
http://www.ufcstats.com/fighter-details/adf9a901308fb8e3,Daniel,Allen,,Southpaw,5,0,0,7.6,5.87,2.0,0.0,Daniel Allen,72.0,75.0,155.0,5,1.0,0.51,0.53,0.66,1.0,1992-08-10
http://www.ufcstats.com/fighter-details/c4fe2e9a06ea5bcb,Ben,Alloway,Blanco,Orthodox,18,8,0,1.28,1.9,0.62,0.0,Ben Alloway,71.0,76.0,170.0,26,0.6923076923076923,0.49,0.59,0.5,0.26,1981-02-19
http://www.ufcstats.com/fighter-details/8d3273573b85be09,Asu,Almabayev,Zulfikar,Orthodox,23,3,0,2.31,1.99,4.46,1.5,Asu Almabayev,64.0,65.0,125.0,26,0.8846153846153846,0.5,0.53,0.42,0.44,1994-01-25
http://www.ufcstats.com/fighter-details/a4dc0f2b95df4cc1,Bekzat,Almakhan,The Turan Warrior,Orthodox,12,3,0,1.61,3.73,0.0,0.0,Bekzat Almakhan,67.0,68.0,135.0,15,0.8,0.34,0.36,,0.41,1997-10-08
http://www.ufcstats.com/fighter-details/088aa1b19b2dc14a,John Dave,Almanza,The Striker,Southpaw,6,1,0,1.92,5.75,0.0,0.0,John Dave Almanza,67.0,67.0,125.0,7,0.8571428571428571,0.41,0.27,,,2004-03-22
http://www.ufcstats.com/fighter-details/91186547a7f3f758,Ricardo,Almeida,Big Dog,Orthodox,13,5,0,2.02,1.2,3.74,1.2,Ricardo Almeida,72.0,74.0,170.0,18,0.7222222222222222,0.49,0.61,0.38,0.31,1976-11-29
http://www.ufcstats.com/fighter-details/d615d6a10a4704cd,Magno,Almeida,,,10,3,0,1.67,2.6,0.0,5.0,Magno Almeida,72.0,,155.0,13,0.7692307692307693,0.36,0.41,,0.4,1985-06-06
http://www.ufcstats.com/fighter-details/2b074403b7c6cdb4,Thomas,Almeida,Thominhas,Southpaw,22,5,0,4.84,4.93,0.17,0.0,Thomas Almeida,67.0,70.0,145.0,27,0.8148148148148148,0.43,0.61,0.14,0.75,1991-07-31
http://www.ufcstats.com/fighter-details/67a992d4cff22466,Ericka,Almeida,,Orthodox,7,3,0,1.07,3.33,0.5,0.0,Ericka Almeida,66.0,,115.0,10,0.7,0.39,0.43,0.33,0.37,1989-03-05
http://www.ufcstats.com/fighter-details/f16ddfa31236efed,Estefani,Almeida,,Orthodox,7,3,0,3.13,6.07,0.0,0.0,Estefani Almeida,64.0,,125.0,10,0.7,0.37,0.42,,,1988-10-17
http://www.ufcstats.com/fighter-details/41e83a89929d1327,Jailton,Almeida,Malhadinho,Orthodox,22,5,0,2.23,1.3,5.64,1.7,Jailton Almeida,75.0,79.0,225.0,27,0.8148148148148148,0.62,0.43,0.55,0.6,1991-06-26
http://www.ufcstats.com/fighter-details/710f0f8c5d5c9d41,Lucas,Almeida,,Orthodox,15,5,0,4.94,5.36,0.0,0.0,Lucas Almeida,71.0,71.0,145.0,20,0.75,0.39,0.44,,0.53,1991-01-31
http://www.ufcstats.com/fighter-details/64d47ef881a437a4,Cesar,Almeida,Cesinha,Orthodox,7,2,0,3.46,2.03,0.0,0.2,Cesar Almeida,73.0,74.0,185.0,9,0.7777777777777778,0.58,0.46,,0.52,1988-03-28
http://www.ufcstats.com/fighter-details/c6bf75775b278ed8,Mauricio,Alonso,,,13,7,0,5.74,1.91,0.0,0.0,Mauricio Alonso,74.0,,170.0,20,0.65,0.34,0.67,,,1980-02-27
http://www.ufcstats.com/fighter-details/49b130de1da2e1bf,Sarah,Alpar,Too Sweet,Southpaw,9,6,0,2.36,6.06,1.61,0.4,Sarah Alpar,64.0,63.0,135.0,15,0.6,0.44,0.38,0.26,0.2,1991-06-01
http://www.ufcstats.com/fighter-details/e87a13e02c01331d,Ali,AlQaisi,The Royal Fighter,Orthodox,8,5,0,2.43,1.97,3.5,1.0,Ali AlQaisi,66.0,68.0,135.0,13,0.6153846153846154,0.42,0.56,0.29,0.6,1990-09-23
http://www.ufcstats.com/fighter-details/c61b49cec6abd6b9,Rico,Altamirano,,,4,3,0,0.0,0.0,0.0,0.0,Rico Altamirano,70.0,,170.0,7,0.5714285714285714,,,,,
http://www.ufcstats.com/fighter-details/dc7927cd622676a7,Victor,Altamirano,El Magnifico,Switch,12,5,0,4.58,3.82,2.88,0.0,Victor Altamirano,68.0,70.0,125.0,17,0.7058823529411765,0.53,0.53,0.38,0.63,1991-01-23
http://www.ufcstats.com/fighter-details/c11036da9162cb5f,Mike,Altman,,Orthodox,1,4,0,1.56,2.08,0.0,0.0,Mike Altman,70.0,,185.0,5,0.2,0.2,0.75,,,
http://www.ufcstats.com/fighter-details/430c533614d45813,Patricia,Alujas,The Angel,Orthodox,9,3,0,5.83,9.25,0.0,0.0,Patricia Alujas,64.0,64.0,115.0,12,0.75,0.31,0.44,,,1996-05-08
http://www.ufcstats.com/fighter-details/e741536153227386,Sean,Alvarez,,Orthodox,4,3,0,0.89,3.25,0.0,0.0,Sean Alvarez,72.0,,235.0,7,0.5714285714285714,0.37,0.47,,,1971-07-14
http://www.ufcstats.com/fighter-details/33a331684283900f,Eddie,Alvarez,,Orthodox,29,6,0,4.32,4.39,2.92,0.5,Eddie Alvarez,69.0,69.0,155.0,35,0.8285714285714286,0.41,0.55,0.36,0.92,1984-01-11
http://www.ufcstats.com/fighter-details/4438482bd1d5a029,Jaime,Alvarez,,Orthodox,6,1,0,2.73,4.53,1.0,0.0,Jaime Alvarez,68.0,69.0,125.0,7,0.8571428571428571,0.4,0.56,0.33,0.5,1988-03-08
http://www.ufcstats.com/fighter-details/58bbef3770bb2dfc,Joel,Alvarez,El Fenomeno,Orthodox,23,3,0,4.78,3.07,0.19,1.1,Joel Alvarez,75.0,77.0,170.0,26,0.8846153846153846,0.55,0.54,0.33,0.47,1993-03-02
http://www.ufcstats.com/fighter-details/31ee470ef5dc8d7f,Thiago,Alves,Pitbull,Orthodox,23,15,0,3.73,3.42,0.71,0.3,Thiago Alves,69.0,70.0,170.0,38,0.6052631578947368,0.41,0.62,0.6,0.63,1983-10-03
http://www.ufcstats.com/fighter-details/bd92cf5da5413d2a,Anthony,Alves,,,1,4,0,0.0,0.0,0.0,0.0,Anthony Alves,,,,5,0.2,,,,,
http://www.ufcstats.com/fighter-details/dc5a6b2fdb27e7dc,Amilcar,Alves,,Southpaw,15,12,0,0.5,2.02,0.0,0.0,Amilcar Alves,72.0,,170.0,27,0.5555555555555556,0.46,0.3,,0.53,1988-08-08
http://www.ufcstats.com/fighter-details/d317a5e2b3f88c5f,Warlley,Alves,,Orthodox,15,8,0,3.04,3.95,1.22,0.8,Warlley Alves,71.0,72.0,185.0,23,0.6521739130434783,0.48,0.5,0.5,0.62,1991-01-04
