event_name,event_url,event_date,location
UFC Fight Night: Dillashaw vs Cruz,http://www.ufcstats.com/event-details/c6becb722706c7d8,"Boston, Massachusetts, USA",
UFC 195: Lawler vs Condit,http://www.ufcstats.com/event-details/380e8b023290d091,"Las Vegas, Nevada, USA",
UFC on FOX: Dos Anjos vs. Cowboy 2,http://www.ufcstats.com/event-details/80d918336163b80c,"Orlando, Florida, USA",
UFC 194: Aldo vs McGregor,http://www.ufcstats.com/event-details/354808cf38d9d73c,"Las Vegas, Nevada, USA",
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,http://www.ufcstats.com/event-details/20fbff570c678e1c,"Las Vegas, Nevada, USA",
UFC Fight Night: Namajunas vs. VanZant,http://www.ufcstats.com/event-details/dd39f1ca787a3d9d,"Las Vegas, Nevada, USA",
UFC Fight Night: Henderson vs Masvidal,http://www.ufcstats.com/event-details/4d636c3aa1105950,"Seoul, South Korea",
UFC Fight Night: Magny vs Gastelum,http://www.ufcstats.com/event-details/243b07fc65ccbb16,"Monterrey, Nuevo Leon, Mexico",
UFC 193: Rousey vs Holm,http://www.ufcstats.com/event-details/8d04923f2db59b7f,"Melbourne, Victoria, Australia",
UFC Fight Night: Belfort vs Henderson 3,http://www.ufcstats.com/event-details/5345f86680378fc1,"Sao Paulo, Sao Paulo, Brazil",
UFC Fight Night: Holohan vs Smolka,http://www.ufcstats.com/event-details/f3155a94ca420126,"Dublin, Leinster, Ireland",
UFC 192: Cormier vs Gustafsson,http://www.ufcstats.com/event-details/119ebea97e914dcf,"Houston, Texas, USA",
UFC Fight Night: Barnett vs Nelson,http://www.ufcstats.com/event-details/a4dd5c9a75763295,"Saitama, Japan",
UFC 191: Johnson vs Dodson 2,http://www.ufcstats.com/event-details/82f5c81f4e3c3eb5,"Las Vegas, Nevada, USA",
UFC Fight Night: Holloway vs Oliveira,http://www.ufcstats.com/event-details/2ce6541127b0e232,"Saskatoon, Saskatchewan, Canada",
UFC Fight Night: Teixeira vs Saint Preux,http://www.ufcstats.com/event-details/b71667c778b6d9e5,"Nashville, Tennessee, USA",
UFC 190: Rousey vs Correia,http://www.ufcstats.com/event-details/a9c45a8b21eabadc,"Rio de Janeiro, Rio de Janeiro, Brazil",
UFC on FOX: Dillashaw vs. Barao II,http://www.ufcstats.com/event-details/0c3838c8f7c620c2,"Chicago, Illinois, USA",
UFC Fight Night: Bisping vs Leites,http://www.ufcstats.com/event-details/ef7fa30364cbe7f2,"Glasgow, Scotland, United Kingdom",
UFC Fight Night: Mir vs Duffee,http://www.ufcstats.com/event-details/36877f0e62b25b96,"San Diego, California, USA",
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,http://www.ufcstats.com/event-details/a890f9a791ed615d,"Las Vegas, Nevada, USA",
UFC 189: Mendes vs McGregor,http://www.ufcstats.com/event-details/3be081c29bf734d9,"Las Vegas, Nevada, USA",
UFC Fight Night: Machida vs Romero,http://www.ufcstats.com/event-details/86e388ed20761ad9,"Hollywood, Florida, USA",
UFC Fight Night: Jedrzejczyk vs Penne,http://www.ufcstats.com/event-details/194fc025f9355db6,"Berlin, Berlin, Germany",
UFC 188: Velasquez vs Werdum,http://www.ufcstats.com/event-details/a58114c6dd0add64,"Mexico City, Distrito Federal, Mexico",
UFC Fight Night: Boetsch vs Henderson,http://www.ufcstats.com/event-details/06dc1a58663579d2,"New Orleans, Louisiana, USA",
UFC Fight Night: Condit vs Alves,http://www.ufcstats.com/event-details/aae0897825336b1a,"Goiania, Goias, Brazil",
UFC 187: Johnson vs Cormier,http://www.ufcstats.com/event-details/4f7e290e71d60f87,"Las Vegas, Nevada, USA",
UFC Fight Night: Edgar vs Faber,http://www.ufcstats.com/event-details/b1605ea39fba6af6,"Manila, Philippines",
UFC Fight Night: Miocic vs Hunt,http://www.ufcstats.com/event-details/8a1b4330c7957961,"Adelaide, South Australia, Australia",
UFC 186: Johnson vs Horiguchi,http://www.ufcstats.com/event-details/997b4f52f76a0b53,"Montreal, Quebec, Canada",
UFC on FOX: Machida vs Rockhold,http://www.ufcstats.com/event-details/bc7cf284c1c2f16e,"Newark, New Jersey, USA",
UFC Fight Night: Gonzaga vs Cro Cop 2,http://www.ufcstats.com/event-details/5de61b03868035ff,"Krakow, Poland",
UFC Fight Night: Mendes vs Lamas,http://www.ufcstats.com/event-details/16d09e800ad7ec79,"Fairfax, Virginia, USA",
UFC Fight Night: Maia vs LaFlare,http://www.ufcstats.com/event-details/fa534853eb195270,"Rio de Janeiro, Brazil",
UFC 185: Pettis vs Dos Anjos,http://www.ufcstats.com/event-details/f54200f1dfb9b5d4,"Dallas, Texas, USA",
UFC 184: Rousey vs Zingano,http://www.ufcstats.com/event-details/ad4e9055bf8cd04d,"Los Angeles, California, USA",
UFC Fight Night: Bigfoot vs Mir,http://www.ufcstats.com/event-details/0577808d22dfe79c,"Porto Alegre, Rio Grande do Sul, Brazil",
UFC Fight Night: Henderson vs Thatch,http://www.ufcstats.com/event-details/f9c7fe2682af3802,"Broomfield, Colorado, USA",
UFC 183: Silva vs Diaz,http://www.ufcstats.com/event-details/43563a32c3f10e95,"Las Vegas, Nevada, USA",
UFC on FOX: Gustafsson vs Johnson,http://www.ufcstats.com/event-details/706404da0775dcbc,"Stockholm, Sweden",
UFC Fight Night: McGregor vs Siver,http://www.ufcstats.com/event-details/f9aa6376ae16bfb4,"Boston, Massachusetts, USA",
UFC 182: Jones vs Cormier,http://www.ufcstats.com/event-details/a72d260b436924c4,"Las Vegas, Nevada, USA",
UFC Fight Night: Machida vs Dollaway,http://www.ufcstats.com/event-details/4e5bbc4566049cbf,"Barueri, Sao Paulo, Brazil",
UFC on FOX: Dos Santos vs Miocic,http://www.ufcstats.com/event-details/d4a12dfa4067742f,"Phoenix, Arizona, USA",
The Ultimate Fighter: A Champion Will Be Crowned Finale,http://www.ufcstats.com/event-details/222d6b547de2e035,"Las Vegas, Nevada, USA",
UFC 181: Hendricks vs Lawler II,http://www.ufcstats.com/event-details/dfdd0c5dd0d4bc23,"Las Vegas, Nevada, USA",
UFC Fight Night: Edgar vs Swanson,http://www.ufcstats.com/event-details/155a02a8b4311057,"Austin, Texas, USA",
UFC 180: Werdum vs Hunt,http://www.ufcstats.com/event-details/59851163aaf1aed8,"Mexico City, Distrito Federal, Mexico",
UFC Fight Night 56: Shogun vs Saint Preux,http://www.ufcstats.com/event-details/6ca68b636fbc1f18,"Uberlandia, Minas Gerais, Brazil",
UFC Fight Night: Rockhold vs Bisping,http://www.ufcstats.com/event-details/371a1c91b24dec2b,"Sydney, New South Wales, Australia",
UFC 179: Aldo vs Mendes 2,http://www.ufcstats.com/event-details/53f02bbc41d99432,"Rio de Janeiro, Brazil",
UFC Fight Night: MacDonald vs Saffiedine,http://www.ufcstats.com/event-details/0313bf497de9c470,"Halifax, Nova Scotia, Canada",
UFC Fight Night: Nelson vs Story,http://www.ufcstats.com/event-details/8dc4f34c1f50d00d,"Stockholm, Sweden",
UFC 178: Johnson vs Cariaso,http://www.ufcstats.com/event-details/3bb030257966b022,"Las Vegas, Nevada, USA",
UFC Fight Night: Hunt vs Nelson,http://www.ufcstats.com/event-details/2dea80c069847321,"Saitama, Japan",
UFC Fight Night: Bigfoot vs Arlovski,http://www.ufcstats.com/event-details/a71feb7ea7592a71,"Brasilia, Distrito Federal, Brazil",
UFC Fight Night: Jacare vs Mousasi,http://www.ufcstats.com/event-details/9bcfb40dbcd50568,"Ledyard, Connecticut, USA",
UFC 177: Dillashaw vs Soto,http://www.ufcstats.com/event-details/269d103c96a4c3a5,"Sacramento, California, USA",
UFC Fight Night: Henderson vs Dos Anjos,http://www.ufcstats.com/event-details/063649e21bc9d6d5,"Tulsa, Oklahoma, USA",
UFC Fight Night: Bisping vs Le,http://www.ufcstats.com/event-details/770b9d4813c25902,"Macau, China",
UFC Fight Night: Bader vs Saint Preux,http://www.ufcstats.com/event-details/fd7acf42bd6e7e95,"Bangor, Maine, USA",
UFC on FOX: Lawler vs Brown,http://www.ufcstats.com/event-details/05fbfe628658c538,"San Jose, California, USA",
UFC Fight Night: McGregor vs Brandao,http://www.ufcstats.com/event-details/073eee4e62f0d988,"Dublin, Leinster, Ireland",
UFC Fight Night: Cowboy vs Miller,http://www.ufcstats.com/event-details/79ded75550efc139,"Atlantic City, New Jersey, USA",
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,http://www.ufcstats.com/event-details/1c5879330d42255f,"Las Vegas, Nevada, USA",
UFC 175: Weidman vs Machida,http://www.ufcstats.com/event-details/53adf5b845d91e4a,"Las Vegas, Nevada, USA",
UFC Fight Night: Swanson vs Stephens,http://www.ufcstats.com/event-details/c0ed7b208197e8de,"San Antonio, Texas, USA",
UFC Fight Night: Te Huna vs Marquardt,http://www.ufcstats.com/event-details/ac9521250dc1a14c,"Auckland, New Zealand",
UFC 174: Johnson vs Bagautinov,http://www.ufcstats.com/event-details/5b5307450405abf0,"Vancouver, British Columbia, Canada",
UFC Fight Night: Henderson vs Khabilov,http://www.ufcstats.com/event-details/1fcfc3709fe58151,"Albuquerque, New Mexico, USA",
UFC Fight Night: Miocic vs Maldonado,http://www.ufcstats.com/event-details/59aaf2730b84698a,"Sao Paulo, Brazil",
UFC Fight Night: Munoz vs Mousasi,http://www.ufcstats.com/event-details/b757c73f443d4fca,"Berlin, Germany",
UFC 173: Barao vs Dillashaw,http://www.ufcstats.com/event-details/9ca265dfe8323db3,"Las Vegas, Nevada, USA",
UFC Fight Night: Brown vs Silva,http://www.ufcstats.com/event-details/579fcdfcabd23a7b,"Cincinnati, Ohio, USA",
UFC 172: Jones vs Teixeira,http://www.ufcstats.com/event-details/4f2fcbefb668689d,"Baltimore, Maryland, USA",
UFC on FOX: Werdum vs Browne,http://www.ufcstats.com/event-details/a421465acbe59c77,"Orlando, Florida, USA",
UFC Fight Night: Bisping vs Kennedy,http://www.ufcstats.com/event-details/f9f07bb5a43535ed,"Quebec City, Quebec, Canada",
UFC Fight Night: Minotauro vs Nelson,http://www.ufcstats.com/event-details/d632d156c0549e07,"Abu Dhabi, United Arab Emirates",
UFC Fight Night: Shogun vs Henderson 2,http://www.ufcstats.com/event-details/d5f820c11a121050,"Natal, Rio Grande do Norte, Brazil",
UFC 171: Hendricks vs Lawler,http://www.ufcstats.com/event-details/179f1948dc234f1f,"Dallas, Texas, USA",
UFC Fight Night: Gustafsson vs Manuwa,http://www.ufcstats.com/event-details/ebc1f40e00e0c481,"London, England, United Kingdom",
UFC Fight Night: Kim vs Hathaway,http://www.ufcstats.com/event-details/a26198ba5093147e,"Macau, China",
UFC 170: Rousey vs McMann,http://www.ufcstats.com/event-details/3138fab619faf4d1,"Las Vegas, Nevada, USA",
UFC Fight Night: Machida vs Mousasi,http://www.ufcstats.com/event-details/51b0bb73a1da34bc,"Jaragua do Sul, Santa Catarina, Brazil",
UFC 169: Barao vs Faber 2,http://www.ufcstats.com/event-details/fc31f896cde2bc2e,"Newark, New Jersey, USA",
UFC on FOX: Henderson vs Thomson,http://www.ufcstats.com/event-details/a8d521d913df4e31,"Chicago, Illinois, USA",
UFC Fight Night: Rockhold vs Philippou,http://www.ufcstats.com/event-details/30a09e43f15f1d75,"Duluth, Georgia, USA",
UFC Fight Night: Saffiedine vs Lim,http://www.ufcstats.com/event-details/e5c9de15bb58b1c6,"Singapore, Singapore",
UFC 168: Weidman vs Silva 2,http://www.ufcstats.com/event-details/83d0de122f2f9664,"Las Vegas, Nevada, USA",
UFC on FOX: Johnson vs. Benavidez 2,http://www.ufcstats.com/event-details/480b702debcb5433,"Sacramento, California, USA",
UFC Fight Night: Hunt vs Bigfoot,http://www.ufcstats.com/event-details/ee457ef1e1c326c1,"Brisbane, Queensland, Australia",
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,http://www.ufcstats.com/event-details/9a967e8e43dcef63,"Las Vegas, Nevada, USA",
UFC 167: St-Pierre vs Hendricks,http://www.ufcstats.com/event-details/28f3c2258a1d8874,"Las Vegas, Nevada, USA",
UFC Fight Night: Belfort vs Henderson 2,http://www.ufcstats.com/event-details/5d7c18191b8aa432,"Goiania, Goias, Brazil",
UFC Fight Night: Fight for the Troops 3,http://www.ufcstats.com/event-details/35dc6220b113b7ec,"Fort Campbell, Kentucky, USA",
UFC Fight Night: Machida vs Munoz,http://www.ufcstats.com/event-details/60884f31ead1609c,"Manchester, England, United Kingdom",
UFC 166: Velasquez vs Dos Santos 3,http://www.ufcstats.com/event-details/eae4aec1a5a8ff01,"Houston, Texas, USA",
UFC Fight Night: Maia vs Shields,http://www.ufcstats.com/event-details/43612456979e5d5e,"Barueri, Sao Paulo, Brazil",
UFC 165: Jones vs Gustafsson,http://www.ufcstats.com/event-details/df5a77121ba84a5d,"Toronto, Ontario, Canada",
UFC Fight Night: Teixeira vs Bader,http://www.ufcstats.com/event-details/b23fca14c7b79935,"Belo Horizonte, Minas Gerais, Brazil",
UFC 164: Henderson vs Pettis 2,http://www.ufcstats.com/event-details/980b4e712489098e,"Milwaukee, Wisconsin, USA",
UFC Fight Night: Condit vs Kampmann 2,http://www.ufcstats.com/event-details/e5c38954c006f15c,"Indianapolis, Indiana, USA",
UFC Fight Night: Shogun vs Sonnen,http://www.ufcstats.com/event-details/cf1a88371c8cb690,"Boston, Massachusetts, USA",
UFC 163: Aldo vs Jung,http://www.ufcstats.com/event-details/ebc5af72ad5a28cb,"Rio de Janeiro, Brazil",
UFC on FOX: Johnson vs Moraga,http://www.ufcstats.com/event-details/5330fe7e4c3af81c,"Seattle, Washington, USA",
UFC 162: Silva vs Weidman,http://www.ufcstats.com/event-details/e0b74df14f52cd15,"Las Vegas, Nevada, USA",
UFC 161: Evans vs Henderson,http://www.ufcstats.com/event-details/8fd1f27e86661ede,"Winnipeg, Manitoba, Canada",
UFC on FUEL TV: Nogueira vs. Werdum,http://www.ufcstats.com/event-details/7865707fd684d77b,"Fortaleza, Ceara, Brazil",
UFC 160: Velasquez vs Silva 2,http://www.ufcstats.com/event-details/3c241737a6069b9f,"Las Vegas, Nevada, USA",
UFC on FX: Belfort vs. Rockhold,http://www.ufcstats.com/event-details/030f08370fd1c2bb,"Jaragua do Sul, Santa Catarina, Brazil",
UFC 159: Jones vs Sonnen,http://www.ufcstats.com/event-details/ea0ad155451ed1f5,"Newark, New Jersey, USA",
UFC on FOX: Henderson vs Melendez,http://www.ufcstats.com/event-details/aa79d5399571068e,"San Jose, California, USA",
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,http://www.ufcstats.com/event-details/ce47f49e5c386a9c,"Las Vegas, Nevada, USA",
UFC on FUEL TV: Mousasi vs Latifi,http://www.ufcstats.com/event-details/6291ac0a3726732f,"Stockholm, Sweden",
UFC 158: St-Pierre vs Diaz,http://www.ufcstats.com/event-details/f1b2a4365799c48b,"Montreal, Quebec, Canada",
UFC on FUEL TV: Silva vs. Stann,http://www.ufcstats.com/event-details/83c6c3e0f8bde8ee,"Saitama, Japan",
UFC 157: Rousey vs Carmouche,http://www.ufcstats.com/event-details/09c44b317c98bf96,"Anaheim, California, USA",
UFC on FUEL TV: Barao vs McDonald,http://www.ufcstats.com/event-details/4679a38cced7c64a,"London, England, United Kingdom",
UFC 156: Aldo vs Edgar,http://www.ufcstats.com/event-details/601cf40c09090853,"Las Vegas, Nevada, USA",
UFC on FOX: Johnson vs Dodson,http://www.ufcstats.com/event-details/738acab0c6934dd8,"Chicago, Illinois, USA",
UFC on FX: Belfort vs Bisping,http://www.ufcstats.com/event-details/56f4b81ec4db61af,"Sao Paulo, Brazil",
UFC 155: Dos Santos vs Velasquez II,http://www.ufcstats.com/event-details/c6e6926a81adcd00,"Las Vegas, Nevada, USA",
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,http://www.ufcstats.com/event-details/c6da1c24fe473418,"Las Vegas, Nevada, USA",
UFC on FX: Sotiropoulos vs Pearson,http://www.ufcstats.com/event-details/e8c170a64dc920ac,"Gold Coast, Queensland, Australia",
UFC on FOX: Henderson vs Diaz,http://www.ufcstats.com/event-details/d1e6a6536ee62517,"Seattle, Washington, USA",
UFC 154: St-Pierre vs Condit,http://www.ufcstats.com/event-details/d41937647eae9a34,"Montreal, Quebec, Canada",
UFC Macao: Franklin vs Le,http://www.ufcstats.com/event-details/319fa1bd3176bded,"Macau, China",
UFC 153: Silva vs Bonnar,http://www.ufcstats.com/event-details/96d173b7f92aa520,"Rio de Janeiro, Brazil",
UFC on FX: Browne vs Bigfoot,http://www.ufcstats.com/event-details/6a0b80a24f22e152,"Minneapolis, Minnesota, USA",
UFC on FUEL TV: Struve vs Miocic,http://www.ufcstats.com/event-details/6cbb7661c3258617,"Nottingham, England, United Kingdom",
UFC 152: Jones vs Belfort,http://www.ufcstats.com/event-details/53e533db1b8e9712,"Toronto, Ontario, Canada",
UFC 150: Henderson vs Edgar II,http://www.ufcstats.com/event-details/3c48019bc387b80c,"Denver, Colorado, USA",
UFC on FOX: Shogun vs Vera,http://www.ufcstats.com/event-details/f62850b3c7480db9,"Los Angeles, California, USA",
UFC 149: Faber vs Barao,http://www.ufcstats.com/event-details/abbc4fc02e0d84b3,"Calgary, Alberta, Canada",
UFC on FUEL TV: Munoz vs Weidman,http://www.ufcstats.com/event-details/d3b5ad3b15a64a18,"San Jose, California, USA",
UFC 148: Silva vs Sonnen 2,http://www.ufcstats.com/event-details/e8efeb9cf33b1941,"Las Vegas, Nevada, USA",
UFC 147: Silva vs Franklin 2,http://www.ufcstats.com/event-details/3da19339ee7051d5,"Belo Horizonte, Minas Gerais, Brazil",
UFC on FX: Maynard vs Guida,http://www.ufcstats.com/event-details/505934897b8b4824,"Atlantic City, New Jersey, USA",
UFC on FX: Johnson vs McCall,http://www.ufcstats.com/event-details/49590e0508b2c19f,"Sunrise, Florida, USA",
The Ultimate Fighter: Live Finale,http://www.ufcstats.com/event-details/96087e90d900f0ef,"Las Vegas, Nevada, USA",
UFC 146: Dos Santos vs Mir,http://www.ufcstats.com/event-details/4985113c0928aa62,"Las Vegas, Nevada, USA",
UFC on FUEL TV: Korean Zombie vs Poirier,http://www.ufcstats.com/event-details/8caca5857ce0e30b,"Fairfax, Virginia, USA",
UFC on FOX: Diaz vs Miller,http://www.ufcstats.com/event-details/5898357a45a73674,"East Rutherford, New Jersey, USA",
UFC 145: Jones vs Evans,http://www.ufcstats.com/event-details/155bfc7ed36622df,"Atlanta, Georgia, USA",
UFC on FUEL TV: Gustafsson vs Silva,http://www.ufcstats.com/event-details/21f2974fd08085e3,"Stockholm, Sweden",
UFC on FX: Alves vs Kampmann,http://www.ufcstats.com/event-details/b5ea750025697880,"Sydney, New South Wales, Australia",
UFC 144: Edgar vs Henderson,http://www.ufcstats.com/event-details/8377c5572cb356f3,"Saitama, Japan",
UFC on FUEL TV: Sanchez vs Ellenberger,http://www.ufcstats.com/event-details/0a97691039c4bbfb,"Omaha, Nebraska, USA",
UFC 143: Diaz vs Condit,http://www.ufcstats.com/event-details/df2cf66d8c0123db,"Las Vegas, Nevada, USA",
UFC on FOX: Evans vs Davis,http://www.ufcstats.com/event-details/c3c23c99477c041b,"Chicago, Illinois, USA",
UFC on FX: Guillard vs Miller,http://www.ufcstats.com/event-details/4d74641fac830182,"Nashville, Tennessee, USA",
UFC 142: Aldo vs Mendes,http://www.ufcstats.com/event-details/18524b46c570730b,"Rio de Janeiro, Brazil",
UFC 141: Lesnar vs Overeem,http://www.ufcstats.com/event-details/91720876db0ee468,"Las Vegas, Nevada, USA",
UFC 140: Jones vs Machida,http://www.ufcstats.com/event-details/6d7886b094b471ac,"Toronto, Ontario, Canada",
The Ultimate Fighter: Team Bisping vs Team Miller Finale,http://www.ufcstats.com/event-details/1f5f75658551f2d3,"Las Vegas, Nevada, USA",
UFC 139: Shogun vs Henderson,http://www.ufcstats.com/event-details/0ec821423baa26bd,"San Jose, California, USA",
UFC on FOX: Velasquez vs Dos Santos,http://www.ufcstats.com/event-details/1c061eb6e29eaa0a,"Anaheim, California, USA",
UFC 138: Leben vs Munoz,http://www.ufcstats.com/event-details/e780ccc79a209985,"Birmingham, England, United Kingdom",
UFC 137: Penn vs Diaz,http://www.ufcstats.com/event-details/8788beb528894f33,"Las Vegas, Nevada, USA",
UFC 136: Edgar vs Maynard 3,http://www.ufcstats.com/event-details/7d5b12de1625984e,"Houston, Texas, USA",
UFC Live: Cruz vs Johnson,http://www.ufcstats.com/event-details/44f9c777fed7ca03,"Washington, DC, USA",
UFC 135: Jones vs Rampage,http://www.ufcstats.com/event-details/73ef22f25d0f70e2,"Denver, Colorado, USA",
UFC Fight Night: Shields vs Ellenberger,http://www.ufcstats.com/event-details/1ffc38f67785797b,"New Orleans, Louisiana, USA",
UFC 134: Silva vs Okami,http://www.ufcstats.com/event-details/18968f97ad34f15c,"Rio de Janeiro, Brazil",
UFC Live: Hardy vs Lytle,http://www.ufcstats.com/event-details/4c8d6fde2dde07c4,"Milwaukee, Wisconsin, USA",
UFC 133: Evans vs Ortiz 2,http://www.ufcstats.com/event-details/f1f9e48a0d150757,"Philadelphia, Pennsylvania, USA",
UFC 132: Cruz vs Faber,http://www.ufcstats.com/event-details/83fd97284f4bb4a4,"Las Vegas, Nevada, USA",
UFC Live: Kongo vs Barry,http://www.ufcstats.com/event-details/d023ae89a2a4a41e,"Pittsburgh, Pennsylvania, USA",
UFC 131: Dos Santos vs Carwin,http://www.ufcstats.com/event-details/aac5ac38148f0528,"Vancouver, British Columbia, Canada",
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,http://www.ufcstats.com/event-details/3ba3b5cc94498437,"Las Vegas, Nevada, USA",
UFC 130: Rampage vs Hamill,http://www.ufcstats.com/event-details/b732b326c362fb62,"Las Vegas, Nevada, USA",
UFC 129: St-Pierre vs Shields,http://www.ufcstats.com/event-details/2db7fa8db6bc9632,"Toronto, Ontario, Canada",
UFC Fight Night: Nogueira vs Davis,http://www.ufcstats.com/event-details/8a59d346dc976a10,"Seattle, Washington, USA",
UFC 128: Shogun vs Jones,http://www.ufcstats.com/event-details/1411c630ba711b64,"Newark, New Jersey, USA",
UFC Live: Sanchez vs Kampmann,http://www.ufcstats.com/event-details/a54fc2d6fc224dc3,"Louisville, Kentucky, USA",
UFC 127: Penn vs Fitch,http://www.ufcstats.com/event-details/88a9bc81271ccd89,"Sydney, New South Wales, Australia",
UFC 126: Silva vs Belfort,http://www.ufcstats.com/event-details/65ddc8a9ac4e8531,"Las Vegas, Nevada, USA",
UFC Fight Night: Fight for the Troops 2,http://www.ufcstats.com/event-details/282fa667ff9c51ed,"Killeen, Texas, USA",
UFC 125: Resolution,http://www.ufcstats.com/event-details/d1152823307d7e7c,"Las Vegas, Nevada, USA",
UFC 124: St-Pierre vs Koscheck 2,http://www.ufcstats.com/event-details/132f860d02953f4c,"Montreal, Quebec, Canada",
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,http://www.ufcstats.com/event-details/5d7bdab5e03e3216,"Las Vegas, Nevada, USA",
UFC 123: Rampage vs Machida,http://www.ufcstats.com/event-details/dd992d569aaebee6,"Auburn Hills, Michigan, USA",
UFC 122: Marquardt vs Okami,http://www.ufcstats.com/event-details/0ff11cc094e887bc,"Oberhausen, North Rhine-Westphalia, Germany",
UFC 121: Lesnar vs Velasquez,http://www.ufcstats.com/event-details/afdb76fbd86f6d11,"Anaheim, California, USA",
UFC 120: Bisping vs Akiyama,http://www.ufcstats.com/event-details/d512d9f204059f57,"London, England, United Kingdom",
UFC 119: Mir vs Cro Cop,http://www.ufcstats.com/event-details/ad32471f01e7b1a5,"Indianapolis, Indiana, USA",
UFC Fight Night: Marquardt vs Palhares,http://www.ufcstats.com/event-details/acff437707625fc7,"Austin, Texas, USA",
UFC 118: Edgar vs Penn 2,http://www.ufcstats.com/event-details/054defd5420a551f,"Boston, Massachusetts, USA",
UFC 117: Silva vs Sonnen,http://www.ufcstats.com/event-details/2f3f12002564bb55,"Oakland, California, USA",
UFC Live: Jones vs Matyushenko,http://www.ufcstats.com/event-details/f12f979b657ab876,"San Diego, California, USA",
UFC 116: Lesnar vs Carwin,http://www.ufcstats.com/event-details/140745cbbcb023ac,"Las Vegas, Nevada, USA",
The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,http://www.ufcstats.com/event-details/9bcf8603ceb25680,"Las Vegas, Nevada, USA",
UFC 115: Liddell vs Franklin,http://www.ufcstats.com/event-details/cfb65863d5099327,"Vancouver, British Columbia, Canada",
UFC 114: Rampage vs Evans,http://www.ufcstats.com/event-details/bfc2fc38a0e20211,"Las Vegas, Nevada, USA",
UFC 113: Machida vs Shogun 2,http://www.ufcstats.com/event-details/d0c29452d3272603,"Montreal, Quebec, Canada",
UFC 112: Invincible,http://www.ufcstats.com/event-details/24b033b3daf1c9df,"Abu Dhabi, United Arab Emirates",
UFC Fight Night: Florian vs Gomi,http://www.ufcstats.com/event-details/3ed134d85dfbd7b4,"Charlotte, North Carolina, USA",
UFC 111: St-Pierre vs Hardy,http://www.ufcstats.com/event-details/c80095f6092271a7,"Newark, New Jersey, USA",
UFC Live: Vera vs Jones,http://www.ufcstats.com/event-details/3795fca327cbcf23,"Broomfield, Colorado, USA",
UFC 110: Nogueira vs Velasquez,http://www.ufcstats.com/event-details/49efbdc6c9f650c4,"Sydney, New South Wales, Australia",
UFC 109: Relentless,http://www.ufcstats.com/event-details/15edcf67ccf5be84,"Las Vegas, Nevada, USA",
UFC Fight Night: Maynard vs Diaz,http://www.ufcstats.com/event-details/58bc81376286b3d3,"Fairfax, Virginia, USA",
UFC 108: Evans vs Silva,http://www.ufcstats.com/event-details/a6d8bfe9e0c8153b,"Las Vegas, Nevada, USA",
UFC 107: Penn vs Sanchez,http://www.ufcstats.com/event-details/821cd80aab70d5f9,"Memphis, Tennessee, USA",
The Ultimate Fighter: Heavyweights Finale,http://www.ufcstats.com/event-details/91d73ee59347ac16,"Las Vegas, Nevada, USA",
UFC 106: Ortiz vs Griffin 2,http://www.ufcstats.com/event-details/84a067c46306a737,"Las Vegas, Nevada, USA",
UFC 105: Couture vs Vera,http://www.ufcstats.com/event-details/fa8b9e6b0c2269f8,"Manchester, England, United Kingdom",
UFC 104: Machida vs Shogun,http://www.ufcstats.com/event-details/7c0847d3854a95f2,"Los Angeles, California, USA",
UFC 103: Franklin vs Belfort,http://www.ufcstats.com/event-details/896c322f56b8be5a,"Dallas, Texas, USA",
UFC Fight Night: Diaz vs Guillard,http://www.ufcstats.com/event-details/a8ea84cbe1655f0a,"Oklahoma City, Oklahoma, USA",
UFC 102: Couture vs Nogueira,http://www.ufcstats.com/event-details/c6a33ff198aaaeeb,"Portland, Oregon, USA",
UFC 101: Declaration,http://www.ufcstats.com/event-details/48d1f690b763934c,"Philadelphia, Pennsylvania, USA",
UFC 100,http://www.ufcstats.com/event-details/0ee783aa00e468f0,"Las Vegas, Nevada, USA",
The Ultimate Fighter: United States vs. United Kingdom Finale,http://www.ufcstats.com/event-details/4908c5ee68a50ee5,"Las Vegas, Nevada, USA",
UFC 99: The Comeback,http://www.ufcstats.com/event-details/cb6783c39c01d896,"Cologne, North Rhine-Westphalia, Germany",
UFC 98: Evans vs Machida,http://www.ufcstats.com/event-details/c4b6099f0d25f75e,"Las Vegas, Nevada, USA",
UFC 97: Redemption,http://www.ufcstats.com/event-details/1652f3213655b935,"Montreal, Quebec, Canada",
UFC Fight Night: Condit vs Kampmann,http://www.ufcstats.com/event-details/04d5718ed2661e8c,"Nashville, Tennessee, USA",
UFC 96: Jackson vs Jardine,http://www.ufcstats.com/event-details/29b5791e51e7e832,"Columbus, Ohio, USA",
UFC 95: Sanchez vs Stevenson,http://www.ufcstats.com/event-details/7d21de9c6d7c98b2,"London, England, United Kingdom",
