event_name,event_url,event_date,location
UFC Fight Night: Vettori vs. Holland,http://www.ufcstats.com/event-details/9114c8ded5ccd71d,"Las Vegas, Nevada, USA",
UFC 260: Miocic vs. Ngannou,http://www.ufcstats.com/event-details/6597b611f1c32555,"Las Vegas, Nevada, USA",
UFC Fight Night: Brunson vs. Holland,http://www.ufcstats.com/event-details/c36e1f4fa755ffb4,"Las Vegas, Nevada, USA",
UFC Fight Night: Edwards vs. Muhammad,http://www.ufcstats.com/event-details/8c90c1563972e44d,"Las Vegas, Nevada, USA",
UFC 259: Blachowicz vs. Adesanya,http://www.ufcstats.com/event-details/6e2b1d631832921d,"Las Vegas, Nevada, USA",
UFC Fight Night: Rozenstruik vs. Gane,http://www.ufcstats.com/event-details/81b57acd6975ac06,"Las Vegas, Nevada, USA",
UFC Fight Night: Blaydes vs. Lewis,http://www.ufcstats.com/event-details/bfe95ec546692b13,"Las Vegas, Nevada, USA",
UFC 258: Usman vs. Burns,http://www.ufcstats.com/event-details/3f7c14c7eca7195d,"Las Vegas, Nevada, USA",
UFC Fight Night: Overeem vs. Volkov,http://www.ufcstats.com/event-details/a1153013cb5f628f,"Las Vegas, Nevada, USA",
UFC 257: Poirier vs. McGregor,http://www.ufcstats.com/event-details/4304992c2acc187b,"Abu Dhabi, Abu Dhabi, United Arab Emirates",
UFC Fight Night: Chiesa vs. Magny,http://www.ufcstats.com/event-details/56116537d71a578c,"Abu Dhabi, Abu Dhabi, United Arab Emirates",
UFC Fight Night: Holloway vs. Kattar,http://www.ufcstats.com/event-details/307064d3e0f036c2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",
UFC Fight Night: Thompson vs. Neal,http://www.ufcstats.com/event-details/e49c2db95e572dc8,"Las Vegas, Nevada, USA",
UFC 256: Figueiredo vs. Moreno,http://www.ufcstats.com/event-details/d0d43cb9b14f231c,"Las Vegas, Nevada, USA",
UFC Fight Night: Hermansson vs. Vettori,http://www.ufcstats.com/event-details/398b440e73d55b8b,"Las Vegas, Nevada, USA",
UFC Fight Night: Smith vs. Clark,http://www.ufcstats.com/event-details/992c82450d96f726,"Las Vegas, Nevada, USA",
UFC 255: Figueiredo vs. Perez,http://www.ufcstats.com/event-details/bbb15f301e4a490a,"Las Vegas, Nevada, USA",
UFC Fight Night: Felder vs. Dos Anjos,http://www.ufcstats.com/event-details/3bc27ec15facbcf3,"Las Vegas, Nevada, USA",
UFC Fight Night: Santos vs. Teixeira,http://www.ufcstats.com/event-details/41dca66f9dadfc86,"Las Vegas, Nevada, USA",
UFC Fight Night: Hall vs. Silva,http://www.ufcstats.com/event-details/ad044be25c94dcfd,"Las Vegas, Nevada, USA",
UFC 254: Khabib vs. Gaethje,http://www.ufcstats.com/event-details/c3c38c86f5ab9b5c,"Abu Dhabi, Abu Dhabi, United Arab Emirates",
UFC Fight Night: Ortega vs. The Korean Zombie,http://www.ufcstats.com/event-details/d4f364dd076bb0e2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",
UFC Fight Night: Moraes vs. Sandhagen,http://www.ufcstats.com/event-details/fd4578cac86d75ca,"Abu Dhabi, Abu Dhabi, United Arab Emirates",
UFC Fight Night: Holm vs. Aldana,http://www.ufcstats.com/event-details/805ad1801eb26abb,"Abu Dhabi, Abu Dhabi, United Arab Emirates",
UFC 253: Adesanya vs. Costa,http://www.ufcstats.com/event-details/e69c5ce12f4e762b,"Abu Dhabi, Abu Dhabi, United Arab Emirates",
UFC Fight Night: Covington vs. Woodley,http://www.ufcstats.com/event-details/831b937811804dad,"Las Vegas, Nevada, USA",
UFC Fight Night: Waterson vs. Hill,http://www.ufcstats.com/event-details/9c37681096c6f3a9,"Las Vegas, Nevada, USA",
UFC Fight Night: Overeem vs. Sakai,http://www.ufcstats.com/event-details/542db012217ecb83,"Las Vegas, Nevada, USA",
UFC Fight Night: Smith vs. Rakic,http://www.ufcstats.com/event-details/e29cf523ebd155c5,"Las Vegas, Nevada, USA",
UFC Fight Night: Munhoz vs. Edgar,http://www.ufcstats.com/event-details/af1e5c64b8663aa0,"Las Vegas, Nevada, USA",
UFC 252: Miocic vs. Cormier 3,http://www.ufcstats.com/event-details/bda04c573563cc2e,"Las Vegas, Nevada, USA",
UFC Fight Night: Lewis vs. Oleinik,http://www.ufcstats.com/event-details/7a82635ffa9b59fe,"Las Vegas, Nevada, USA",
UFC Fight Night: Brunson vs. Shahbazyan,http://www.ufcstats.com/event-details/3746e21bb508391a,"Las Vegas, Nevada, USA",
UFC Fight Night: Whittaker vs. Till,http://www.ufcstats.com/event-details/dde70a112e053a6c,"Abu Dhabi, Abu Dhabi, United Arab Emirates",
UFC Fight Night: Figueiredo vs. Benavidez 2,http://www.ufcstats.com/event-details/ddbd0d6259ce57cc,"Abu Dhabi, Abu Dhabi, United Arab Emirates",
UFC Fight Night: Kattar vs. Ige,http://www.ufcstats.com/event-details/18f5669a92e99d92,"Abu Dhabi, Abu Dhabi, United Arab Emirates",
UFC 251: Usman vs. Masvidal,http://www.ufcstats.com/event-details/dbd198f780286aca,"Abu Dhabi, Abu Dhabi, United Arab Emirates",
UFC Fight Night: Poirier vs. Hooker,http://www.ufcstats.com/event-details/c32eab6c2119e989,"Las Vegas, Nevada, USA",
UFC Fight Night: Blaydes vs. Volkov,http://www.ufcstats.com/event-details/2eab7a6c8b0ed8cc,"Las Vegas, Nevada, USA",
UFC Fight Night: Eye vs. Calvillo,http://www.ufcstats.com/event-details/1e13936d708bcff7,"Las Vegas, Nevada, USA",
UFC 250: Nunes vs. Spencer,http://www.ufcstats.com/event-details/4c12aa7ca246e7a4,"Las Vegas, Nevada, USA",
UFC Fight Night: Woodley vs. Burns,http://www.ufcstats.com/event-details/14b9e0f2679a2205,"Las Vegas, Nevada, USA",
UFC Fight Night: Overeem vs. Harris,http://www.ufcstats.com/event-details/dfb965c9824425db,"Jacksonville, Florida, USA",
UFC Fight Night: Smith vs. Teixeira,http://www.ufcstats.com/event-details/5f8e00c27b7e7410,"Jacksonville, Florida, USA",
UFC 249: Ferguson vs. Gaethje,http://www.ufcstats.com/event-details/898337ef520fe4d3,"Jacksonville, Florida, USA",
UFC Fight Night: Lee vs. Oliveira,http://www.ufcstats.com/event-details/53278852bcd91e11,"Brasilia, Distrito Federal, Brazil",
UFC 248: Adesanya vs. Romero,http://www.ufcstats.com/event-details/0b5b6876c2a4723f,"Las Vegas, Nevada, USA",
UFC Fight Night: Benavidez vs. Figueiredo,http://www.ufcstats.com/event-details/fc9a9559a05f2704,"Norfolk, Virginia, USA",
UFC Fight Night: Felder vs. Hooker,http://www.ufcstats.com/event-details/33b2f68ef95252e0,"Auckland, New Zealand",
UFC Fight Night: Anderson vs. Blachowicz,http://www.ufcstats.com/event-details/5df17b3620145578,"Rio Rancho, New Mexico, USA",
UFC 247: Jones vs. Reyes,http://www.ufcstats.com/event-details/b26d3e3746fb4024,"Houston, Texas, USA",
UFC Fight Night: Blaydes vs. Dos Santos,http://www.ufcstats.com/event-details/44aa652b181bcf68,"Raleigh, North Carolina, USA",
UFC 246: McGregor vs. Cowboy,http://www.ufcstats.com/event-details/0c1773639c795466,"Las Vegas, Nevada, USA",
UFC Fight Night: Edgar vs. The Korean Zombie,http://www.ufcstats.com/event-details/74fefd43f073cd2f,"Busan, South Korea",
UFC 245: Usman vs. Covington,http://www.ufcstats.com/event-details/4565d435005319c0,"Las Vegas, Nevada, USA",
UFC Fight Night: Overeem vs. Rozenstruik,http://www.ufcstats.com/event-details/b09890ba7ce1d1e2,"Washington, DC, USA",
UFC Fight Night: Blachowicz vs. Jacare,http://www.ufcstats.com/event-details/81ca2c245b19b3c5,"Sao Paulo, Sao Paulo, Brazil",
UFC Fight Night: Zabit vs. Kattar,http://www.ufcstats.com/event-details/8d5daf67983b65ba,"Moscow, Moscow, Russia",
UFC 244: Masvidal vs. Diaz,http://www.ufcstats.com/event-details/fd87b1bbfcde9d5e,"New York City, New York, USA",
UFC Fight Night: Maia vs. Askren,http://www.ufcstats.com/event-details/df05aa15b2d66f57,"Kallang, Singapore",
UFC Fight Night: Reyes vs. Weidman,http://www.ufcstats.com/event-details/3ae10ac4df3df05c,"Boston, Massachusetts, USA",
UFC Fight Night: Joanna vs. Waterson,http://www.ufcstats.com/event-details/0941df56f6ac954b,"Tampa, Florida, USA",
UFC 243: Whittaker vs. Adesanya,http://www.ufcstats.com/event-details/3cf68c1d17f66af7,"Melbourne, Victoria, Australia",
UFC Fight Night: Hermansson vs. Cannonier,http://www.ufcstats.com/event-details/1bf49bf829964144,"Copenhagen, Denmark",
UFC Fight Night: Rodriguez vs. Stephens,http://www.ufcstats.com/event-details/94a5aaf573f780ad,"Mexico City, Distrito Federal, Mexico",
UFC Fight Night: Cowboy vs. Gaethje,http://www.ufcstats.com/event-details/4834ff149dc9542a,"Vancouver, British Columbia, Canada",
UFC 242: Khabib vs. Poirier,http://www.ufcstats.com/event-details/a79bfbc01b2264d6,"Abu Dhabi, Abu Dhabi, United Arab Emirates",
UFC Fight Night: Andrade vs. Zhang,http://www.ufcstats.com/event-details/2c104b7e59a72629,"Shenzhen, Guangdong, China",
UFC 241: Cormier vs. Miocic 2,http://www.ufcstats.com/event-details/70167689d6a01793,"Anaheim, California, USA",
UFC Fight Night: Shevchenko vs. Carmouche 2,http://www.ufcstats.com/event-details/e5d03e4d966126bd,"Montevideo, Uruguay",
UFC Fight Night: Covington vs. Lawler,http://www.ufcstats.com/event-details/03da33a102d9a45f,"Newark, New Jersey, USA",
UFC 240: Holloway vs. Edgar,http://www.ufcstats.com/event-details/abcf7e55a0a9ed89,"Edmonton, Alberta, Canada",
UFC Fight Night: Dos Anjos vs. Edwards,http://www.ufcstats.com/event-details/9e0f28d1f639ad73,"San Antonio, Texas, USA",
UFC Fight Night: De Randamie vs. Ladd,http://www.ufcstats.com/event-details/2f8f3c69522db931,"Sacramento, California, USA",
UFC 239: Jones vs. Santos,http://www.ufcstats.com/event-details/6c9383ffab2725a5,"Las Vegas, Nevada, USA",
UFC Fight Night: Ngannou vs. Dos Santos,http://www.ufcstats.com/event-details/c0c1bc0766df4c00,"Minneapolis, Minnesota, USA",
UFC Fight Night: Moicano vs. The Korean Zombie,http://www.ufcstats.com/event-details/b16a7e6a627e9789,"Greenville, South Carolina, USA",
UFC 238: Cejudo vs. Moraes,http://www.ufcstats.com/event-details/e31502e3f79d00c5,"Chicago, Illinois, USA",
UFC Fight Night: Gustafsson vs. Smith,http://www.ufcstats.com/event-details/cbc071cb20ea59c7,"Stockholm, Sweden",
UFC Fight Night: Dos Anjos vs. Lee,http://www.ufcstats.com/event-details/6b8f28da9a483049,"Rochester, New York, USA",
UFC 237: Namajunas vs. Andrade,http://www.ufcstats.com/event-details/9de7c97e1c0d7927,"Rio de Janeiro, Rio de Janeiro, Brazil",
UFC Fight Night: Iaquinta vs. Cowboy,http://www.ufcstats.com/event-details/351264d11286d09a,"Ottawa, Ontario, Canada",
UFC Fight Night: Jacare vs. Hermansson,http://www.ufcstats.com/event-details/c912f676692c353a,"Sunrise, Florida, USA",
UFC Fight Night: Overeem vs. Oleinik,http://www.ufcstats.com/event-details/7dcf06c1967801c1,"Saint Petersburg, Saint Petersburg, Russia",
UFC 236: Holloway vs. Poirier 2,http://www.ufcstats.com/event-details/b0550072e5f0afa7,"Atlanta, Georgia, USA",
UFC Fight Night: Barboza vs. Gaethje,http://www.ufcstats.com/event-details/9649d75defe0dedb,"Philadelphia, Pennsylvania, USA",
UFC Fight Night: Thompson vs. Pettis,http://www.ufcstats.com/event-details/487c170da059857d,"Nashville, Tennessee, USA",
UFC Fight Night: Till vs. Masvidal,http://www.ufcstats.com/event-details/80eacd4da0617c57,"London, England, United Kingdom",
UFC Fight Night: Lewis vs. Dos Santos,http://www.ufcstats.com/event-details/e96d8538d3f9d0ed,"Wichita, Kansas, USA",
UFC 235: Jones vs. Smith,http://www.ufcstats.com/event-details/2d5fbe2103f97053,"Las Vegas, Nevada, USA",
UFC Fight Night: Blachowicz vs. Santos,http://www.ufcstats.com/event-details/6546af7ab545b90c,"Prague, Czech Republic",
UFC Fight Night: Ngannou vs. Velasquez,http://www.ufcstats.com/event-details/a7a79b8efbceaaac,"Phoenix, Arizona, USA",
UFC 234: Adesanya vs. Silva,http://www.ufcstats.com/event-details/b5882371e2a3900d,"Melbourne, Victoria, Australia",
UFC Fight Night: Assuncao vs. Moraes 2,http://www.ufcstats.com/event-details/84283233ec42be5f,"Fortaleza, Ceara, Brazil",
UFC Fight Night: Cejudo vs. Dillashaw,http://www.ufcstats.com/event-details/d4da8995fc91e7ef,"Brooklyn, New York, USA",
UFC 232: Jones vs. Gustafsson 2,http://www.ufcstats.com/event-details/c046100aea0dba9a,"Los Angeles, California, USA",
UFC Fight Night: Lee vs. Iaquinta,http://www.ufcstats.com/event-details/7a703c565ccaa18f,"Milwaukee, Wisconsin, USA",
UFC 231: Holloway vs. Ortega,http://www.ufcstats.com/event-details/2a74bbba57058f12,"Toronto, Ontario, Canada",
UFC Fight Night: Dos Santos vs. Tuivasa,http://www.ufcstats.com/event-details/d1d20e651e6cbc02,"Adelaide, South Australia, Australia",
The Ultimate Fighter: Heavy Hitters Finale,http://www.ufcstats.com/event-details/c7ac79839e86ce33,"Las Vegas, Nevada, USA",
UFC Fight Night: Blaydes vs. Ngannou 2,http://www.ufcstats.com/event-details/de25520d54eab12d,"Beijing, China",
UFC Fight Night: Magny vs. Ponzinibbio,http://www.ufcstats.com/event-details/aa3153a9941b4d44,"Buenos Aires, Buenos Aires, Argentina",
UFC Fight Night: Korean Zombie vs. Rodriguez,http://www.ufcstats.com/event-details/42c96a9c4802e2e1,"Denver, Colorado, USA",
UFC 230: Cormier vs. Lewis,http://www.ufcstats.com/event-details/20821819c401ced8,"New York City, New York, USA",
UFC Fight Night: Oezdemir vs. Smith,http://www.ufcstats.com/event-details/33a331684283900f,"Moncton, New Brunswick, Canada",
UFC 229: Khabib vs. McGregor,http://www.ufcstats.com/event-details/1ef0eae31904e534,"Las Vegas, Nevada, USA",
UFC Fight Night: Marreta vs. Anders,http://www.ufcstats.com/event-details/852454c572675334,"Sao Paulo, Sao Paulo, Brazil",
UFC Fight Night: Hunt vs. Oleinik,http://www.ufcstats.com/event-details/8d49545dadf9b919,"Moscow, Moscow, Russia",
UFC 228: Woodley vs. Till,http://www.ufcstats.com/event-details/d5ae8074631762fc,"Dallas, Texas, USA",
UFC Fight Night: Gaethje vs. Vick,http://www.ufcstats.com/event-details/c0342805a1948cbb,"Lincoln, Nebraska, USA",
UFC 227: Dillashaw vs. Garbrandt 2,http://www.ufcstats.com/event-details/03b1e846b09f721d,"Los Angeles, California, USA",
UFC Fight Night: Alvarez vs. Poirier 2,http://www.ufcstats.com/event-details/322a56923b396b4d,"Calgary, Alberta, Canada",
UFC Fight Night: Shogun vs. Smith,http://www.ufcstats.com/event-details/4f732e58ed907eff,"Hamburg, Hamburg, Germany",
UFC Fight Night: Dos Santos vs. Ivanov,http://www.ufcstats.com/event-details/b45d6b73f4ca4467,"Boise, Idaho, USA",
UFC 226: Miocic vs. Cormier,http://www.ufcstats.com/event-details/35585d970300d45a,"Las Vegas, Nevada, USA",
The Ultimate Fighter: Undefeated Finale,http://www.ufcstats.com/event-details/8215e4fe24e8e81b,"Las Vegas, Nevada, USA",
UFC Fight Night: Cowboy vs. Edwards,http://www.ufcstats.com/event-details/ac5f67109accb482,"Kallang, Singapore",
UFC 225: Whittaker vs. Romero 2,http://www.ufcstats.com/event-details/2eae41f61776c60f,"Chicago, Illinois, USA",
UFC Fight Night: Rivera vs. Moraes,http://www.ufcstats.com/event-details/d29b5c4f22c6357d,"Utica, New York, USA",
UFC Fight Night: Thompson vs. Till,http://www.ufcstats.com/event-details/f5990c11974d8e9c,"Liverpool, England, United Kingdom",
UFC Fight Night: Maia vs. Usman,http://www.ufcstats.com/event-details/3144121470023e9a,"Santiago, Chile",
UFC 224: Nunes vs. Pennington,http://www.ufcstats.com/event-details/67ec58d7cf599835,"Rio de Janeiro, Rio de Janeiro, Brazil",
UFC Fight Night: Barboza vs. Lee,http://www.ufcstats.com/event-details/ad99fa5325519169,"Atlantic City, New Jersey, USA",
UFC Fight Night: Poirier vs. Gaethje,http://www.ufcstats.com/event-details/620be7e0712d431b,"Glendale, Arizona, USA",
UFC 223: Khabib vs. Iaquinta,http://www.ufcstats.com/event-details/49e7e05f902479ca,"Brooklyn, New York, USA",
UFC Fight Night: Werdum vs. Volkov,http://www.ufcstats.com/event-details/eed2b71d77d95416,"London, England, United Kingdom",
UFC 222: Cyborg vs. Kunitskaya,http://www.ufcstats.com/event-details/7929be8290289a47,"Las Vegas, Nevada, USA",
UFC Fight Night: Emmett vs. Stephens,http://www.ufcstats.com/event-details/daa89f01e1c0f42a,"Orlando, Florida, USA",
UFC Fight Night: Cerrone vs. Medeiros,http://www.ufcstats.com/event-details/d181689653115b6a,"Austin, Texas, USA",
UFC 221: Romero vs. Rockhold,http://www.ufcstats.com/event-details/15515e797aedc137,"Perth, Western Australia, Australia",
UFC Fight Night: Machida vs. Anders,http://www.ufcstats.com/event-details/7cf20446453f852b,"Belem, Para, Brazil",
UFC Fight Night: Jacare vs. Brunson 2,http://www.ufcstats.com/event-details/602bb270f2bdbf02,"Charlotte, North Carolina, USA",
UFC 220: Miocic vs. Ngannou,http://www.ufcstats.com/event-details/02177caefe7c07d4,"Boston, Massachusetts, USA",
UFC Fight Night: Stephens vs. Choi,http://www.ufcstats.com/event-details/fc1868f56d3036eb,"St. Louis, Missouri, USA",
UFC 219: Cyborg vs. Holm,http://www.ufcstats.com/event-details/04076783ca83d6ae,"Las Vegas, Nevada, USA",
UFC Fight Night: Lawler vs. Dos Anjos,http://www.ufcstats.com/event-details/eaa0a728cc91ef60,"Winnipeg, Manitoba, Canada",
UFC Fight Night: Swanson vs. Ortega,http://www.ufcstats.com/event-details/bcd124bcd3d5be46,"Fresno, California, USA",
UFC 218: Holloway vs. Aldo 2,http://www.ufcstats.com/event-details/9e30f69cc0869301,"Detroit, Michigan, USA",
The Ultimate Fighter: A New World Champion Finale,http://www.ufcstats.com/event-details/30e8b4505f5ccf92,"Las Vegas, Nevada, USA",
UFC Fight Night: Bisping vs. Gastelum,http://www.ufcstats.com/event-details/e7bc606d269896aa,"Shanghai, Hebei, China",
UFC Fight Night: Werdum vs. Tybura,http://www.ufcstats.com/event-details/caced97768818230,"Sydney, New South Wales, Australia",
UFC Fight Night: Poirier vs. Pettis,http://www.ufcstats.com/event-details/d856a0080ac09ed7,"Norfolk, Virginia, USA",
UFC 217: Bisping vs. St-Pierre,http://www.ufcstats.com/event-details/a25b71fe5e31fa97,"New York City, New York, USA",
UFC Fight Night: Brunson vs. Machida,http://www.ufcstats.com/event-details/a7724f51e32e763e,"Sao Paulo, Sao Paulo, Brazil",
UFC Fight Night: Cerrone vs. Till,http://www.ufcstats.com/event-details/d6b68eaf4b68b160,"Gdansk, Poland",
UFC 216: Ferguson vs. Lee,http://www.ufcstats.com/event-details/cc5834a495d1ea08,"Las Vegas, Nevada, USA",
UFC Fight Night: Saint Preux vs. Okami,http://www.ufcstats.com/event-details/9211aae062b799d6,"Saitama, Saitama, Japan",
UFC Fight Night: Rockhold vs. Branch,http://www.ufcstats.com/event-details/1979c80150f630c4,"Pittsburgh, Pennsylvania, USA",
UFC 215: Nunes vs Shevchenko 2,http://www.ufcstats.com/event-details/d86e913c548c07c2,"Edmonton, Alberta, Canada",
UFC Fight Night: Volkov vs. Struve,http://www.ufcstats.com/event-details/a3244e3238541482,"Rotterdam, Zuid-Holland, Netherlands",
UFC Fight Night: Pettis vs. Moreno,http://www.ufcstats.com/event-details/f4a031ac205ac580,"Mexico City, Distrito Federal, Mexico",
UFC 214: Cormier vs. Jones 2,http://www.ufcstats.com/event-details/ff9578cdbfabd323,"Anaheim, California, USA",
UFC Fight Night: Weidman vs. Gastelum,http://www.ufcstats.com/event-details/9f3d6ddef3d3cccc,"Uniondale, New York, USA",
UFC Fight Night: Nelson vs. Ponzinibbio,http://www.ufcstats.com/event-details/d7907a9a968e4d29,"Glasgow, Scotland, United Kingdom",
UFC 213: Romero vs. Whittaker,http://www.ufcstats.com/event-details/686cccbf1a4de453,"Las Vegas, Nevada, USA",
The Ultimate Fighter: Redemption Finale,http://www.ufcstats.com/event-details/23bd78c3f89bdb54,"Las Vegas, Nevada, USA",
UFC Fight Night: Chiesa vs. Lee,http://www.ufcstats.com/event-details/99bf06f20491cb54,"Oklahoma City, Oklahoma, USA",
UFC Fight Night: Holm vs. Correia,http://www.ufcstats.com/event-details/353de740bb6c7e75,"Kallang, Singapore",
UFC Fight Night: Lewis vs. Hunt,http://www.ufcstats.com/event-details/90e7447d8b7f3f35,"Auckland, New Zealand",
UFC 212: Aldo vs. Holloway,http://www.ufcstats.com/event-details/1507214bbc7a79e2,"Rio de Janeiro, Rio de Janeiro, Brazil",
UFC Fight Night: Gustafsson vs. Teixeira,http://www.ufcstats.com/event-details/1c7cce2f5c17160d,"Stockholm, Sweden",
UFC 211: Miocic vs. Dos Santos,http://www.ufcstats.com/event-details/5df10509264586e5,"Dallas, Texas, USA",
UFC Fight Night: Swanson vs. Lobov,http://www.ufcstats.com/event-details/bc7f7f0ba3db74d2,"Nashville, Tennessee, USA",
UFC on FOX: Johnson vs. Reis,http://www.ufcstats.com/event-details/ed069a95aaaf4f56,"Kansas City, Missouri, USA",
UFC 210: Cormier vs. Johnson 2,http://www.ufcstats.com/event-details/e7bfdb5e0112891e,"Buffalo, New York, USA",
UFC Fight Night: Manuwa vs. Anderson,http://www.ufcstats.com/event-details/c0231720fe516994,"London, England, United Kingdom",
UFC Fight Night: Belfort vs. Gastelum,http://www.ufcstats.com/event-details/47b7e4e60813b7b2,"Fortaleza, Ceara, Brazil",
UFC 209: Woodley vs. Thompson 2,http://www.ufcstats.com/event-details/20e403a1acfef130,"Las Vegas, Nevada, USA",
UFC Fight Night: Lewis vs. Browne,http://www.ufcstats.com/event-details/b4ad3a06ee4d660c,"Halifax, Nova Scotia, Canada",
UFC 208: Holm vs. De Randamie,http://www.ufcstats.com/event-details/865aa315ea62c511,"Brooklyn, New York, USA",
UFC Fight Night: Bermudez vs. The Korean Zombie,http://www.ufcstats.com/event-details/6a8a06b542e1516d,"Houston, Texas, USA",
UFC on FOX: Shevchenko vs. Pena,http://www.ufcstats.com/event-details/4512e46543b960ad,"Denver, Colorado, USA",
UFC Fight Night: Rodriguez vs. Penn,http://www.ufcstats.com/event-details/46effbd1135423c5,"Phoenix, Arizona, USA",
UFC 207: Nunes vs. Rousey,http://www.ufcstats.com/event-details/4b2390cfaceb91d8,"Las Vegas, Nevada, USA",
UFC on FOX: VanZant vs. Waterson,http://www.ufcstats.com/event-details/32541eb5d12668b4,"Sacramento, California, USA",
UFC 206: Holloway vs. Pettis,http://www.ufcstats.com/event-details/6e3282d57d2467a0,"Toronto, Ontario, Canada",
UFC Fight Night: Lewis vs. Abdurakhimov,http://www.ufcstats.com/event-details/7139cd2ae4bf6a29,"Albany, New York, USA",
The Ultimate Fighter: Tournament of Champions Finale,http://www.ufcstats.com/event-details/bd4389b71fdc0ce2,"Las Vegas, Nevada, USA",
UFC Fight Night: Whittaker vs. Brunson,http://www.ufcstats.com/event-details/73e09f837f3b5ecc,"Melbourne, Victoria, Australia",
UFC Fight Night: Bader vs. Nogueira,http://www.ufcstats.com/event-details/5cde96e0a1a1fffe,"Sao Paulo, Sao Paulo, Brazil",
UFC Fight Night: Mousasi vs. Hall 2,http://www.ufcstats.com/event-details/6810d8d2dd557cf9,"Belfast, Northern Ireland, United Kingdom",
UFC 205: Alvarez vs McGregor,http://www.ufcstats.com/event-details/4956f60b7fa57c1a,"New York City, New York, USA",
UFC Fight Night: Dos Anjos vs. Ferguson,http://www.ufcstats.com/event-details/6083f497c22cc075,"Mexico City, Distrito Federal, Mexico",
UFC 204: Bisping vs. Henderson,http://www.ufcstats.com/event-details/154a6b3ffae264cd,"Manchester, England, United Kingdom",
UFC Fight Night: Lineker vs. Dodson,http://www.ufcstats.com/event-details/a196332ee4aa8a82,"Portland, Oregon, USA",
UFC Fight Night: Cyborg vs. Lansberg,http://www.ufcstats.com/event-details/e18012194473e8b0,"Brasilia, Distrito Federal, Brazil",
UFC Fight Night: Poirier vs. Johnson,http://www.ufcstats.com/event-details/d6455cb4bee503ce,"Hidalgo, Texas, USA",
UFC 203: Miocic vs. Overeem,http://www.ufcstats.com/event-details/2dc7f1762dc0a7ef,"Cleveland, Ohio, USA",
UFC Fight Night: Arlovski vs. Barnett,http://www.ufcstats.com/event-details/2b4faacc16d66898,"Hamburg, Hamburg, Germany",
UFC on FOX: Maia vs. Condit,http://www.ufcstats.com/event-details/cfbccfed4e4796fe,"Vancouver, British Columbia, Canada",
UFC 202: Diaz vs. McGregor 2,http://www.ufcstats.com/event-details/5da4e8dc02e50ac0,"Las Vegas, Nevada, USA",
UFC Fight Night: Rodriguez vs. Caceres,http://www.ufcstats.com/event-details/232c582f29f8f65e,"Salt Lake City, Utah, USA",
UFC 201: Lawler vs. Woodley,http://www.ufcstats.com/event-details/72cbe507644a587c,"Atlanta, Georgia, USA",
UFC on FOX: Holm vs. Shevchenko,http://www.ufcstats.com/event-details/8a028648f3f0761d,"Chicago, Illinois, USA",
UFC Fight Night: McDonald vs. Lineker,http://www.ufcstats.com/event-details/5e7a28f20927d64a,"Sioux Falls, South Dakota, USA",
UFC 200: Tate vs Nunes,http://www.ufcstats.com/event-details/aa5b4eff51bdc7d1,"Las Vegas, Nevada, USA",
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,http://www.ufcstats.com/event-details/cd42bbe8887bba90,"Las Vegas, Nevada, USA",
UFC Fight Night: Dos Anjos vs. Alvarez,http://www.ufcstats.com/event-details/45a2ba3ef82b9700,"Las Vegas, Nevada, USA",
UFC Fight Night: MacDonald vs Thompson,http://www.ufcstats.com/event-details/563d051c9e769b24,"Ottawa, Ontario, Canada",
UFC 199: Rockhold vs. Bisping 2,http://www.ufcstats.com/event-details/ff4c3ab594c7fac3,"Los Angeles, California, USA",
UFC Fight Night: Almeida vs Garbrandt,http://www.ufcstats.com/event-details/990060b2a68a7b82,"Las Vegas, Nevada, USA",
UFC 198: Werdum vs Miocic,http://www.ufcstats.com/event-details/a4bf17bd3ba3423b,"Curitiba, Parana, Brazil",
UFC Fight Night: Overeem vs Arlovski,http://www.ufcstats.com/event-details/a314687f372b2cec,"Rotterdam, Zuid-Holland, Netherlands",
UFC 197: Jones vs Saint Preux,http://www.ufcstats.com/event-details/3d481aa374c954a1,"Las Vegas, Nevada, USA",
UFC on FOX: Teixeira vs Evans,http://www.ufcstats.com/event-details/e7e970d508529bf3,"Tampa, Florida, USA",
UFC Fight Night: Rothwell vs Dos Santos,http://www.ufcstats.com/event-details/4887e5bc4dbb73ff,"Zagreb, Croatia",
UFC Fight Night: Hunt vs Mir,http://www.ufcstats.com/event-details/e60201cfab7d656d,"Brisbane, Queensland, Australia",
UFC 196: McGregor vs Diaz,http://www.ufcstats.com/event-details/db1f2ed63b54b9a7,"Las Vegas, Nevada, USA",
UFC Fight Night: Silva vs Bisping,http://www.ufcstats.com/event-details/39c568f8c579913e,"London, England, United Kingdom",
UFC Fight Night: Cowboy vs Cowboy,http://www.ufcstats.com/event-details/d56bb6dff2ae77eb,"Pittsburgh, Pennsylvania, USA",
UFC Fight Night: Hendricks vs Thompson,http://www.ufcstats.com/event-details/de99da2c0d18d34a,"Las Vegas, Nevada, USA",
UFC on FOX: Johnson vs. Bader,http://www.ufcstats.com/event-details/b3fb8d2293e17a59,"Newark, New Jersey, USA",
