number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_avg_best_iteration,user_attrs_cv_accuracy,user_attrs_cv_logloss,user_attrs_fold_accs,user_attrs_fold_lls,state,model,cv_accuracy,cv_logloss,avg_best_iteration
40,0.5644460179925144,2026-04-14 22:50:27.709494,2026-04-14 22:51:03.840369,0 days 00:00:36.130875,0.6365669625952678,4.695926876340832,0.012035901292895355,7,17,0.37532740548933696,0.01863954351358866,0.7292443594247666,392.0,0.7033018867924529,0.5644460179925144,"[0.6320754716981132, 0.7122641509433962, 0.6922169811320755, 0.7452830188679245, 0.7346698113207547]","[0.6196218089278699, 0.5802701432927427, 0.5789524957696631, 0.515938000855827, 0.527447641116469]",COMPLETE,xgb,0.7033018867924529,0.5644460179925144,392.0
41,0.5943790778482444,2026-04-14 22:51:03.859120,2026-04-14 22:51:16.060941,0 days 00:00:12.201821,0.6569100434081732,4.743236184208615,0.014712362481739707,7,18,0.20436220000172636,0.04137791668540521,0.6230341406761041,,,,,,PRUNED,xgb,,,
42,0.5645617971301066,2026-04-14 22:51:16.075202,2026-04-14 22:51:44.951539,0 days 00:00:28.876337,0.5712052004952534,4.915516300154071,0.01599536301455682,8,19,1.8498004533211145,0.021003955385384653,0.6626784884720107,395.2,0.7023584905660377,0.5645617971301066,"[0.6297169811320755, 0.7004716981132075, 0.6957547169811321, 0.7464622641509434, 0.7393867924528302]","[0.6200452077812434, 0.5820490763019088, 0.5732380965005077, 0.5190740798727906, 0.5284025251940824]",COMPLETE,xgb,0.7023584905660377,0.5645617971301066,395.2
43,0.5937597190116083,2026-04-14 22:51:44.966351,2026-04-14 22:52:00.722143,0 days 00:00:15.755792,0.6017570518363355,4.355401186722655,0.01035772054721654,7,16,0.28577433990017564,0.012339555238778253,0.5873532692830035,,,,,,PRUNED,xgb,,,
44,0.5746419925891282,2026-04-14 22:52:00.743705,2026-04-14 22:52:22.513530,0 days 00:00:21.769825,0.6882869675573152,4.015839476122951,0.012280795782166811,5,18,0.6634638002769652,0.13361974064543553,0.6156486643346417,,,,,,PRUNED,xgb,,,
45,0.5962274135483585,2026-04-14 22:52:22.533522,2026-04-14 22:52:29.997267,0 days 00:00:07.463745,0.5309686202644812,4.7750549674209735,0.02074254477826754,7,15,0.06430509181846426,0.0029236350421245685,0.6815610460157786,,,,,,PRUNED,xgb,,,
46,0.6024964704104218,2026-04-14 22:52:30.014445,2026-04-14 22:52:32.707213,0 days 00:00:02.692768,0.7992083363406131,3.583429290675344,0.16855313797438623,6,19,0.30778804747029376,0.006331125525314467,0.6494594559500697,,,,,,PRUNED,xgb,,,
47,0.576443171911907,2026-04-14 22:52:32.722624,2026-04-14 22:52:42.574180,0 days 00:00:09.851556,0.4796025146802614,4.549036942856078,0.02701342512820098,6,13,0.14190855505154285,0.26567818052447123,0.5752525152196615,,,,,,PRUNED,xgb,,,
48,0.5628629500026484,2026-04-14 22:52:42.589939,2026-04-14 22:53:07.194434,0 days 00:00:24.604495,0.6315179172752141,4.288670196391746,0.01947153744680399,5,17,0.053516210536347766,0.059512327258814945,0.7109058080955566,317.8,0.7068396226415095,0.5628629500026484,"[0.6403301886792453, 0.7099056603773585, 0.6945754716981132, 0.7452830188679245, 0.7441037735849056]","[0.6185044835579946, 0.5837979107480206, 0.5760735304095961, 0.510240055859674, 0.5256987694379569]",COMPLETE,xgb,0.7068396226415095,0.5628629500026484,317.8
49,0.596382203845375,2026-04-14 22:53:07.210861,2026-04-14 22:53:14.858992,0 days 00:00:07.648131,0.7290862987725192,4.337057565419532,0.018193589633256856,5,14,0.06260005952721355,0.06251084656241272,0.7061797977375979,,,,,,PRUNED,xgb,,,
50,0.6112284676020533,2026-04-14 22:53:14.875745,2026-04-14 22:53:16.701488,0 days 00:00:01.825743,0.629340827059491,3.58425519278804,0.28770834046223753,5,17,0.04062023866029079,0.27262450681508227,0.7496266908070514,,,,,,PRUNED,xgb,,,
51,0.5943491625883138,2026-04-14 22:53:16.716844,2026-04-14 22:53:30.423730,0 days 00:00:13.706886,0.6585754779828373,4.819862557104243,0.011309431241959498,6,20,0.81209397155842,0.017174786586938978,0.6793756098721423,,,,,,PRUNED,xgb,,,
52,0.564390086275615,2026-04-14 22:53:30.438283,2026-04-14 22:53:55.175250,0 days 00:00:24.736967,0.684887575624696,4.214763261374719,0.015112966319037649,4,17,0.1737442079543058,0.1276968797180526,0.7089392175471187,366.6,0.7021226415094339,0.564390086275615,"[0.6308962264150944, 0.7087264150943396, 0.6898584905660378, 0.7452830188679245, 0.7358490566037735]","[0.619347180869647, 0.5798514751442305, 0.5766463362076191, 0.5153556703780916, 0.5307497687784872]",COMPLETE,xgb,0.7021226415094339,0.564390086275615,366.6
53,0.5646252012965675,2026-04-14 22:53:55.192047,2026-04-14 22:54:17.287502,0 days 00:00:22.095455,0.6274778554262105,4.524303953464922,0.018962010129306105,5,18,0.49532011546673654,0.036561888873121964,0.6399134477092812,291.0,0.7047169811320754,0.5646252012965675,"[0.6438679245283019, 0.6981132075471698, 0.6933962264150944, 0.7488207547169812, 0.7393867924528302]","[0.6175887277735428, 0.5876818130890111, 0.5727488239941416, 0.517409931567939, 0.5276967100582025]",COMPLETE,xgb,0.7047169811320754,0.5646252012965675,291.0
54,0.5976820903191481,2026-04-14 22:54:17.301620,2026-04-14 22:54:33.139431,0 days 00:00:15.837811,0.5899543442549143,4.739914684466624,0.010177730914348605,8,16,1.578221046369314,0.0761411377164523,0.7712322352870488,,,,,,PRUNED,xgb,,,
55,0.5942534455825962,2026-04-14 22:54:33.160807,2026-04-14 22:54:46.568279,0 days 00:00:13.407472,0.7709300407588303,4.990744905470201,0.01318499447225566,4,19,2.48608355970498,0.04603630312906669,0.7387274262037993,,,,,,PRUNED,xgb,,,
56,0.5959034342598167,2026-04-14 22:54:46.582651,2026-04-14 22:54:54.730982,0 days 00:00:08.148331,0.7118746095143058,3.105540210141226,0.02368036978870918,6,16,0.2632625305555177,0.025067906938941117,0.6326906886418511,,,,,,PRUNED,xgb,,,
57,0.5968706409739019,2026-04-14 22:54:54.747744,2026-04-14 22:55:00.990434,0 days 00:00:06.242690,0.5503257141791836,2.08281061203604,0.029709112200261796,5,20,0.020654143234532102,0.0057301812673485174,0.8217864582438218,,,,,,PRUNED,xgb,,,
58,0.6003262613527579,2026-04-14 22:55:01.005355,2026-04-14 22:55:16.412324,0 days 00:00:15.406969,0.7490115174231158,3.949038647804602,0.016147066404887576,7,18,8.909103005818057,0.010640907889889396,0.6908200806236812,,,,,,PRUNED,xgb,,,
59,0.6010784533680101,2026-04-14 22:55:16.437446,2026-04-14 22:55:18.840429,0 days 00:00:02.402983,0.4935450725941794,4.5764001663754446,0.10901207194853176,4,12,0.086541548211098,0.018025383632479356,0.5330173627432674,,,,,,PRUNED,xgb,,,
60,0.5941508683924362,2026-04-14 22:55:18.859222,2026-04-14 22:55:23.761226,0 days 00:00:04.902004,0.6194169676976196,0.4407354692327541,0.03747203785219507,3,15,0.005896601154529768,0.5357314621087067,0.6578766869768747,,,,,,PRUNED,xgb,,,
61,0.563401419807235,2026-04-14 22:55:23.777513,2026-04-14 22:55:57.330490,0 days 00:00:33.552977,0.7232659040528724,4.108401748079033,0.013713810253116887,5,16,0.45607186950975925,0.03211628731472356,0.7438824192338609,394.2,0.7011792452830189,0.563401419807235,"[0.6320754716981132, 0.7051886792452831, 0.6875, 0.7476415094339622, 0.7334905660377359]","[0.617183875083817, 0.581422944999438, 0.578363378302434, 0.517123630456176, 0.5229132701943098]",COMPLETE,xgb,0.7011792452830189,0.563401419807235,394.2
62,0.5946355155659057,2026-04-14 22:55:57.346213,2026-04-14 22:56:09.719493,0 days 00:00:12.373280,0.6632275501410869,4.382874102958734,0.01315118232906202,5,17,0.6027373738091739,0.032319519567814335,0.7160817543708167,,,,,,PRUNED,xgb,,,
63,0.5960887608082749,2026-04-14 22:56:09.745315,2026-04-14 22:56:19.232276,0 days 00:00:09.486961,0.6992722861013329,3.7978284258333055,0.017526373358440542,5,16,0.3687434041589181,0.06330928824973381,0.7811155683076336,,,,,,PRUNED,xgb,,,
